Display Order,Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
10.,Natessance coconut dry oil 100 ml,B00D39015O,Check,https://www.amazon.fr/dp/B00D39015O?psc=1,FR,https://m.media-amazon.com/images/I/51szWCnpaFL._AC_SY355_.jpg,Natessance,7.49,169,169,50,"1,266.75","1,264.91",33,"4,945",AMZ,4.91,1,4.4,385,2,2,Amazon,Beauty,Extra Large Envelope,AMZ,13.70 x 5.80 x 6.40 cm,0.21,N/A,"May 30, 2013",,No,155,Amazon
17.,"WELEDA Skin Food Sublimating Dry Oil - Normal to Dry Skin, Biphase Spray Body & Face Moisturizing, Fast Absorption Without Oily Film, Organic Calendula & Organic Jojoba Oil, Vegan NATRUE, 100ml",B0BZ4SFPYB,Check,https://www.amazon.fr/dp/B0BZ4SFPYB?psc=1,FR,https://m.media-amazon.com/images/I/51FCWnygMAL._AC_SY355_.jpg,Weleda,12.95,76,76,50,"1,325.44","1,325.23",193,"7,397",AMZ,6.33,1,4.4,916,6,30,Amazon,Beauty,Extra Large Envelope,AMZ,15.30 x 4.10 x 4.20 cm,0.13,N/A,"Apr 1, 2023",,No,36,Amazon
18.,"Bi-Oil Skin Care Oil - Specialized Care for Stretch Marks, Scars, Dry Skin and Irregular Skin - 1 x 60 ml",B07YNZFVN3,Check,https://www.amazon.fr/dp/B07YNZFVN3?psc=1,FR,https://m.media-amazon.com/images/I/61YpJ+iT3RL._AC_SY355_.jpg,Bio-Oil,9.98,"3,919","1,396",500,"64,797.76","13,811.9",105,100,AMZ,5.11,1,4.6,"10,432",6,61,Amazon,Beauty,Extra Large Envelope,AMZ,11.00 x 4.40 x 4.60 cm,0.08,N/A,"Sep 11, 2019",,No,79,Amazon
19.,"Corine de Farme - Glitter Oil for Body, Face and Hair - Beauty Sun Care - Skin Enhances - Monoi from Tahiti Perfumed - Paraben Free - 150ml - Made in France",B0BXF9QM2X,Other,https://www.amazon.fr/dp/B0BXF9QM2X?psc=1,FR,https://m.media-amazon.com/images/I/71hzhk+54dL._AC_SY355_.jpg,Corine de Farme,6.5,284,284,100,"1,847.3","1,847.13",156,"2,895",AMZ,4.48,1,4.4,426,8,N/A,Amazon,Beauty,Large Envelope,AMZ,17.50 x 3.00 x 5.50 cm,0.24,N/A,"Mar 3, 2023",,No,37,Amazon
20.,Natessance Shea Oil 100 ml,B00V4G0IQK,Check,https://www.amazon.fr/dp/B00V4G0IQK?psc=1,FR,https://m.media-amazon.com/images/I/51uqnvbfvVL._AC_SY355_.jpg,Natessance,7.09,164,164,50,"1,150.05","1,149.17",26,"5,672",AMZ,4.88,1,4.5,402,2,4,Amazon,Beauty,Extra Large Envelope,AMZ,13.46 x 5.08 x 6.35 cm,0.2,N/A,"Mar 24, 2015",,No,133,Amazon
21.,CATTIER Sublime Alchemy Multi-Purpose Oil - Organic - 100 ml,B01BLKUUKM,Check,https://www.amazon.fr/dp/B01BLKUUKM?psc=1,FR,https://m.media-amazon.com/images/I/61aXQofLiPL._AC_SY355_.jpg,CATTIER,12.49,115,115,50,"1,440.04","1,438.74",60,"5,961",AMZ,7.25,1,4.5,346,3,0,Amazon,Beauty,Large Envelope,AMZ,16.20 x 3.60 x 3.70 cm,0.14,N/A,"Feb 9, 2016",,No,122,Amazon
22.,"JOJOBA Organic Oil 150 ml - Cosmos Organic - Planète au Naturel - Pure, Natural and Cold Pressed - Hair, Body, Skin",B0BHLMVH6B,Other,https://www.amazon.fr/dp/B0BHLMVH6B?psc=1,FR,https://m.media-amazon.com/images/I/71qANLmlaDL._AC_SY355_.jpg,Planète au Naturel,9.99,"1,196",830,500,"14,658.75","8,282.63",115,632,FR,3.61,1,4.5,"1,035",8,37,123PLANTES,Beauty,Standard Envelope,FBA,14.70 x 2.20 x 6.50 cm,0.16,N/A,"Oct 7, 2022",,No,42,123PLANTES
28.,Nuxe prodigious oil 100 ml,B01ATJESD6,Check,https://www.amazon.fr/dp/B01ATJESD6?psc=1,FR,https://m.media-amazon.com/images/I/717rtVq0aeL._AC_SY355_.jpg,Nuxe,26.04,645,459,300,"13,891.85","11,311.27",26,"1,690",BG,8.28,1,4.7,"16,590",8,12,Super Trade EU,Beauty,Large Envelope,FBA,15.80 x 3.90 x 8.80 cm,0.26,N/A,"Aug 16, 2012",,No,164,Super Trade EU
33.,Palmer's Large Cocoa Dry Oil 150 ml,B001KYU1H2,Check,https://www.amazon.fr/dp/B001KYU1H2?psc=1,FR,https://m.media-amazon.com/images/I/71Tw0dgBGNL._AC_SY355_.jpg,Palmer's,16.58,183,158,50,"3,031.58","2,515.64",35,"5,500",GB,6.51,3,4.4,"27,349",17,160,Everyday+Essentials,Beauty,Large Envelope,FBA,18.49 x 3.70 x 6.20 cm,0.2,N/A,"Sep 15, 2011",,No,175,Everyday+Essentials
43.,"MIXA - Multi-purpose Repair Cream - Intense Nutrition 72H & Anti-Dryness - Sweet Almond & Apricot Oils - Extra-Dry Skin - Body, Face & Hands - 400 ml",B0GHP4ZXR3,Cream,https://www.amazon.fr/dp/B0GHP4ZXR3?psc=1,FR,https://m.media-amazon.com/images/I/61XTAhI1oPL._AC_SY355_.jpg,Mixa,5.99,"2,349",750,500,"17,092.8","5,318.82",149,84,AMZ,6.27,1,4.9,42,6,39,Amazon,Beauty,Small Parcel,AMZ,9.00 x 8.70 x 8.90 cm,0.46,N/A,"Jan 19, 2026",,No,3,Amazon
48.,Pranarôm Organic Sweet Almond Vegetable Oil 100 ml,B0957QG7C9,Check,https://www.amazon.fr/dp/B0957QG7C9?psc=1,FR,https://m.media-amazon.com/images/I/61wUw3TGiUL._AC_SY355_.jpg,Pranarôm,8.99,"1,547","1,384",800,"13,331.94","12,429.16",50,461,AMZ,5.03,1,4.6,995,6,19,Amazon,Beauty,Extra Large Envelope,AMZ,13.90 x 5.80 x 9.50 cm,0.2,N/A,"May 18, 2021",,No,59,Amazon
50.,"Le Petit Marseillais – Moisturizing Moisturizing Lotion Pearlescent (250 ml Pump) – Body Lotion for Very Dry Skin Comfort 24H – Body Milk with Apricot Oil, White Lily and Mother of Pearl",B0FDKFQXVN,Cream,https://www.amazon.fr/dp/B0FDKFQXVN?psc=1,FR,https://m.media-amazon.com/images/I/614T1v0TSSL._AC_SY355_.jpg,Le Petit Marseillais,4.92,371,371,200,"1,819.3","1,816.55",186,"2,695",AMZ,5.34,1,4.6,20,7,4,Amazon,Beauty,Large Envelope,AMZ,19.90 x 3.30 x 8.30 cm,0.32,N/A,"Jun 18, 2025",,No,10,Amazon
52.,"Bi-Oil Skin Care Oil - Specialized Care for Stretch Marks, Scars, Dry Skin and Irregular Skin - 1 x 125 ml",B07XBVG72R,Check,https://www.amazon.fr/dp/B07XBVG72R?psc=1,FR,https://m.media-amazon.com/images/I/71met-mcu2L._AC_SY355_.jpg,Bio-Oil,17.75,"3,919","1,274",800,"64,797.76","21,306.93",106,100,AMZ,8.36,1,4.6,"10,432",7,48,Amazon,Beauty,Extra Large Envelope,AMZ,14.90 x 4.20 x 4.60 cm,0.14,N/A,"Jun 18, 2015",,No,130,Amazon
60.,MIXA - Self Tanning - Nourishing Body Lotion Sun Effect - Progressive Golden Tan 24H - Shea Butter & Apricot Oil - Light Skin - 250 ml,B0GHPPFBP9,Cream,https://www.amazon.fr/dp/B0GHPPFBP9?psc=1,FR,https://m.media-amazon.com/images/I/619sxgPv8hL._AC_SY355_.jpg,Mixa,6.59,"4,433",972,"1,000","36,304.12","6,813.45",134,11,AMZ,4.49,1,4.4,40,6,33,Amazon,Beauty,Large Envelope,AMZ,20.40 x 2.90 x 7.20 cm,0.29,N/A,"Jan 19, 2026",,No,3,Amazon
62.,"Le Petit Marseillais | Nutrition Moisturizing Balm (300ml jar) – Body balm for very dry skin comfort 24h – Body care with shea butter, sweet almond & argan oil",B08YG9THGK,Cream,https://www.amazon.fr/dp/B08YG9THGK?psc=1,FR,https://m.media-amazon.com/images/I/71LWW7t3-VL._AC_SY355_.jpg,Le Petit Marseillais,4.27,443,443,200,"2,198.06","2,194.18",159,"1,792",AMZ,4.65,8,4.6,473,6,18,Amazon,Beauty,Extra Large Envelope,AMZ,9.50 x 5.20 x 9.40 cm,0.33,N/A,"Mar 8, 2021",,No,61,Amazon
63.,Weleda Rosehip Harmonising Body Oil 100ml,B000K9CEGO,Check,https://www.amazon.fr/dp/B000K9CEGO?psc=1,FR,https://m.media-amazon.com/images/I/51bjiRz2uzL._AC_SY355_.jpg,Weleda,15.89,463,463,200,"7,327.3","7,327.14",41,"1,976",AMZ,4.38,1,4.7,"2,172",6,N/A,Amazon,Beauty,Large Envelope,AMZ,15.60 x 3.70 x 6.40 cm,0.27,N/A,"Mar 14, 2011",,No,181,Amazon
67.,Palmers Cocoa Butter Formula Moisturizing Body Oil 250ml,B000056W74,Check,https://www.amazon.fr/dp/B000056W74?psc=1,FR,https://m.media-amazon.com/images/I/81bde6fUI3L._AC_SY355_.jpg,Palmer's,14.52,138,92,50,"2,156.81","1,287.69",56,"8,635",DE,7.56,4,4.5,"26,365",7,258,ELBKAISER,Beauty,Large Envelope,FBA,19.60 x 3.70 x 6.10 cm,0.27,N/A,"Aug 22, 2015",,No,128,ELBKAISER
68.,Weleda Pomegranate Regenerating Body Oil 100ml,B001O9LN0C,Check,https://www.amazon.fr/dp/B001O9LN0C?psc=1,FR,https://m.media-amazon.com/images/I/51WkFr0TJwL._AC_SY355_.jpg,Weleda,17.98,449,235,100,"7,714.85","4,182.81",46,"2,404",AMZ,7.09,1,4.6,"1,813",6,N/A,Amazon,Beauty,Large Envelope,AMZ,15.50 x 3.70 x 6.10 cm,0.29,N/A,"May 25, 2009",,No,203,Amazon
69.,"Bi-Oil Natural Care Oil - Specialized Care for Stretch Marks, Scars, Dry Skin and Irregular Skin - 100% Natural Formulation - Ideal During Pregnancy - 1 x 60 ml",B091NJ19S5,Check,https://www.amazon.fr/dp/B091NJ19S5?psc=1,FR,https://m.media-amazon.com/images/I/61akiYazqFL._AC_SY355_.jpg,Bio-Oil,11.75,623,623,500,"7,146.98","7,146.81",160,900,AMZ,6.07,1,4.6,593,6,5,Amazon,Beauty,Extra Large Envelope,AMZ,10.80 x 4.40 x 4.50 cm,0.06,N/A,"Apr 2, 2021",,No,60,Amazon
72.,Palmer's Coconut Sublimation Oil 150ml,B00ZFWJLTY,Check,https://www.amazon.fr/dp/B00ZFWJLTY?psc=1,FR,"https://m.media-amazon.com/images/I/710YrNl9jjL._AC_SY355_PIbundle-150,TopRight,0,0_SH20_.jpg",Palmer's,17.14,77,77,N/A,"1,095.48","1,094.92",38,"14,012",RO,6.91,2,4.6,"11,485",9,72,Buyer-FR,Beauty,Large Envelope,MFN,18.08 x 3.10 x 5.80 cm,0.18,N/A,"Jul 18, 2015",,No,129,Buyer-FR
1.,BIOTHERM HOMME - Aquapower Advanced Gel - Men's Moisturizing Face Gel - Men's Face Moisturizing Cream - Men's Face Care - Normal to Combination Skin - Non Sticky Texture,B0DHBYGGSZ,Check,https://www.amazon.fr/dp/B0DHBYGGSZ?psc=1,FR,https://m.media-amazon.com/images/I/318nis4PsYL._AC_SY355_.jpg,Biotherm,35.4,0,142,50,0,"5,473.48",169,"3,384",AMZ,10.19,1,4.7,618,8,N/A,Amazon,Beauty,Extra Large Envelope,AMZ,17.20 x 5.10 x 5.50 cm,0.29,N/A,"Jan 27, 2025",Sponsored Brand,No,15,Amazon
3.,BIOTHERM - Aquasource Hyalu Plump Gel - Moisturizing Face Care - Hyaluronic Acid - Plumped Skin - All Skin Types,B09DPGK4Z5,Check,https://www.amazon.fr/dp/B09DPGK4Z5?psc=1,FR,https://m.media-amazon.com/images/I/412H0WX7r1L._AC_SY355_.jpg,Biotherm,44,0,35,N/A,0,"1,346.28",112,"18,108",AMZ,11.67,1,4.5,289,8,N/A,Amazon,Beauty,Small Parcel,AMZ,7.50 x 6.60 x 7.30 cm,0.24,N/A,"Aug 23, 2021",Sponsored Brand,No,56,Amazon
15.,VOSHUILES – Duo Wintergreen Essential Oil 10 ml and Arnica Flower Neutral Plant Oil 100 ml – 100% Pure and Natural – Stimulating Fragrance – HEBBD,B07HNQ7RSS,Check,https://www.amazon.fr/dp/B07HNQ7RSS?psc=1,FR,https://m.media-amazon.com/images/I/51ljhUCPqQL._AC_SY355_.jpg,VOSHUILES.COM HUILES ESSENTIELLES & VEGETALES,13.09,176,176,100,"2,309.96","2,309.84",146,"2,705",AMZ,6.78,1,4.5,403,9,0,Amazon,Health & Household,Extra Large Envelope,AMZ,12.60 x 4.80 x 8.70 cm,0.16,N/A,"Sep 24, 2018",Sponsored Brand Video,No,91,Amazon
19.,LOVEA - Multi-purpose Body Massage Oil - Monoï - Nourishes - All Skin Types - 97% Natural Origin - No Dyes - Vegan - Made in France - 50ml,B0BYF9L893,Check,https://www.amazon.fr/dp/B0BYF9L893?psc=1,FR,https://m.media-amazon.com/images/I/61KNlm2KkvL._AC_SY355_.jpg,Lovea,4.95,409,284,900,"2,086.08","1,318.98",138,379,AMZ,4.3,1,4.5,"1,098",6,N/A,Amazon,Health & Household,Small Parcel,AMZ,10.90 x 6.70 x 9.00 cm,0.12,N/A,"Mar 14, 2023",,No,37,Amazon
34.,Vaseline Cocoa Body Gel 200ml,B0015SXSKK,Check,https://www.amazon.fr/dp/B0015SXSKK?psc=1,FR,https://m.media-amazon.com/images/I/61MoqtNwpwL._AC_SY355_.jpg,Vaseline,13,287,287,100,"3,271.1","3,270.23",29,"3,879",AMZ,6.31,10,4.6,"7,040",2,128,Amazon,Beauty,Large Envelope,AMZ,16.40 x 2.80 x 6.60 cm,0.7,N/A,"Jul 20, 2012",,No,165,Amazon
49.,"Naissance Sweet Almond Oil (No. 215) - 1 Litre - Natural Moisturizer, Vegan, Non-GMO/Odour - Massage Lubricant - For Body, Face, Hair, Nails, Foot, Ear",B007MCXGO6,Other,https://www.amazon.fr/dp/B007MCXGO6?psc=1,FR,https://m.media-amazon.com/images/I/71PcxQ1+gZL._AC_SY355_.jpg,Naissance,16.99,"1,078",434,200,"22,525","7,306.57",151,"1,103",GB,8.96,1,4.5,"123,441",7,276,naissance ®,Beauty,Standard Parcel,FBA,22.20 x 12.60 x 16.70 cm,0.97,N/A,"Mar 19, 2012",,No,169,naissance ®
54.,Corine de Farme - DHA Sun Effect Moisturizing Milk - Natural Progressive Self-Tanning - Trace Free Uniform Tan - Enriched with Buriti Oil - Immediate Hydration - 150 mL,B0F195HN8G,Check,https://www.amazon.fr/dp/B0F195HN8G?psc=1,FR,https://m.media-amazon.com/images/I/51Nhhl-Vd5L._AC_SY355_.jpg,Corine de Farme,4.42,"1,391","1,263",800,"7,193.7","6,106.21",168,340,AMZ,4.3,1,4.2,716,8,17,Amazon,Beauty,Large Envelope,AMZ,18.60 x 3.70 x 5.40 cm,0.18,N/A,"Mar 12, 2025",,No,13,Amazon
57.,"Nuxe Prodigious Gold Oil, Body Treatment - Unit 1",B083XSZKR2,Check,https://www.amazon.fr/dp/B083XSZKR2?psc=1,FR,https://m.media-amazon.com/images/I/71meosohtuL._AC_SY355_.jpg,Nuxe,21.5,90,90,N/A,"1,939.44","1,939.28",49,"10,313",N/A,7.62,1,4.5,"1,798",4,1,,Beauty,Large Envelope,MFN,9.10 x 2.70 x 6.60 cm,0.15,N/A,"Jun 18, 2014",,No,142,
17.,"MIXA - Cica Baume - Multi-Use Repair Cream - Soothes & Protects - 8x Faster Repair* - Rich Texture - Panthenol + Glycerin - Adults, Children & Babies - Dry Irritated Skin - 50 ml",B0GHNX88CV,Cream,https://www.amazon.fr/dp/B0GHNX88CV?psc=1,FR,https://m.media-amazon.com/images/I/41h4KfGXo0L._AC_SX355_.jpg,Mixa,5.49,"10,795",617,N/A,"84,972.99","3,842.94",178,140,AMZ,4.4,1,4.8,98,9,84,Amazon,Beauty,Large Envelope,AMZ,12.30 x 3.90 x 5.30 cm,0.07,N/A,"Jan 19, 2026",,No,3,Amazon
21.,"Cicabiafine Baume Hydratant Anti-Dessèchement, Pour Peaux très Sèches à Irritées, Flacon pompe de 400 ml",B0052ED0FG,Cream,https://www.amazon.fr/dp/B0052ED0FG?psc=1,FR,https://m.media-amazon.com/images/I/618m9lYZopL._AC_SY355_.jpg,Cicabiafine,14.89,968,859,200,"12,155.02","10,750.24",104,"1,453",AMZ,6.62,3,4.7,811,8,26,Amazon,Beauty,Extra Large Envelope,AMZ,21.40 x 4.10 x 9.40 cm,0.44,N/A,"Jan 4, 2012",,No,171,Amazon
27.,"NIVEA Repair Balm Face, Body & Hands Dry & Sensitive Skin (1 x 400ml), Glycerin & Panthenol Anti-Itch Cream, Moisturizing Unscented Body Care 72H",B0CZRLFV73,Cream,https://www.amazon.fr/dp/B0CZRLFV73?psc=1,FR,https://m.media-amazon.com/images/I/61GtClwFgFL._AC_SY355_.jpg,NIVEA,5.6,"1,931",290,200,"11,299.4","1,612.01",145,345,AMZ,6.24,4,4.4,174,11,N/A,Amazon,Beauty,Small Parcel,AMZ,9.40 x 9.10 x 9.30 cm,0.45,N/A,"Apr 3, 2024",,No,24,Amazon
28.,Neutrogena – Anti-Pimple Moisturizing Gel plus 4% Niacinamide plus Panthenol (50ml) – Anti-pimple Face Care for Dry and Irritated Skin – Moisturizing Cream without Fragrance and Dyes,B0CGJD2FQW,Cream,https://www.amazon.fr/dp/B0CGJD2FQW?psc=1,FR,https://m.media-amazon.com/images/I/61gL8cSgPSL._AC_SY355_.jpg,Neutrogena,7.36,249,189,100,"1,962.57","1,487.41",182,"3,585",AMZ,4.55,1,4.1,416,7,4,Amazon,Beauty,Large Envelope,AMZ,13.80 x 3.50 x 4.90 cm,0.07,N/A,"Mar 16, 2024",,No,25,Amazon
36.,Neutrogena – L'Originale Norwegian Formula Concentrated Hand Cream (2 x 50 ml tubes) – Moisturizing cream for very dry and chapped hands – Immediate relief and 24 h hydration,B07F1B2TJX,Cream,https://www.amazon.fr/dp/B07F1B2TJX?psc=1,FR,https://m.media-amazon.com/images/I/71-cqkCWtBL._AC_SY355_.jpg,Neutrogena,9.13,"1,719","1,719",900,"12,934.22","12,932.98",174,523,AMZ,4.94,3,4.6,"1,226",7,15,Amazon,Beauty,Extra Large Envelope,AMZ,9.80 x 5.00 x 5.60 cm,0.12,N/A,"Jun 25, 2018",,No,94,Amazon
37.,"Diadermine PH5 Hydrating Day Care, Dry and Sensitive Skin - 50 ml Tube",B008X74ZKI,Check,https://www.amazon.fr/dp/B008X74ZKI?psc=1,FR,https://m.media-amazon.com/images/I/61L+A1RDBFL._AC_SY355_.jpg,Diadermine,2.65,698,698,300,"1,850.14","1,849.98",70,"1,057",AMZ,4.26,3,4.5,272,1,16,Amazon,Beauty,Large Envelope,AMZ,14.60 x 3.20 x 4.80 cm,0.07,N/A,"Oct 20, 2012",,No,162,Amazon
43.,"BIODERMA Atoderm Intensive Eye - 3-in-1 Make-Up Remover, Soothing and Repair Eye Care - Good Makeup Base - Very Dry, Irritated Skin with Atopic Prone - Tube 100 ml",B08562FW67,Check,https://www.amazon.fr/dp/B08562FW67?psc=1,FR,https://m.media-amazon.com/images/I/619suqBSw2L._AC_SY355_.jpg,Bioderma,20.49,256,256,100,"4,591.83","4,589.16",163,"4,744",LT,7.39,13,4.5,"1,546",8,37,Cosmetica ✅,Beauty,Extra Large Envelope,FBA,15.80 x 4.20 x 5.60 cm,0.08,N/A,"Feb 26, 2020",,No,74,Cosmetica ✅
56.,"CeraVe - Intensive Repair Ointment - Repair, Soothing and Protective Face, Body, Lip Care - 3 Essential Ceramides + Hyaluronic Acid - Very Dry, Damaged, Cracked Skin - 90 ml",B0CQ8HM4N7,Other,https://www.amazon.fr/dp/B0CQ8HM4N7?psc=1,FR,https://m.media-amazon.com/images/I/51ZZVaA0A5L._AC_SX342_.jpg,CeraVe,10.4,"1,031","1,031",500,"10,558.72","10,548.54",173,822,AMZ,6.51,1,4.6,867,7,32,Amazon,Beauty,Large Envelope,AMZ,13.30 x 3.70 x 5.70 cm,0.09,N/A,"Dec 14, 2023",,No,28,Amazon
58.,"WELEDA Skin Food Repair Care - Face and Body, Very Dry and Rough Skin, Intensely Nourishes and Repairs, Rosemary, Calendula, Chamomile, Pansy, Multi-Use Care, NATRUE Labelled, 75 ml",B000ORV3NC,Check,https://www.amazon.fr/dp/B000ORV3NC?psc=1,FR,https://m.media-amazon.com/images/I/51hcblGrdoL._AC_SY355_.jpg,Weleda,9.95,946,861,600,"10,671.39","8,554.37",181,781,AMZ,4.76,5,4.6,"33,859",7,145,Amazon,Beauty,Large Envelope,AMZ,14.00 x 3.80 x 5.10 cm,0.09,N/A,"Nov 30, 2009",,No,197,Amazon
60.,MoliCare Skin - Zinc Oxide Cream to Protect Skin from Irritated Intimate Areas - pH Neutral to Skin - 200 ml,B072MRM268,Cream,https://www.amazon.fr/dp/B072MRM268?psc=1,FR,https://m.media-amazon.com/images/I/41GOicWxp0L._AC_SY355_.jpg,Molicare,9.96,564,564,N/A,"5,680.99","5,679.82",108,"2,239",N/A,5.11,9,4.3,515,5,17,,Beauty,Extra Large Envelope,MFN,18.20 x 5.00 x 7.10 cm,0.25,N/A,"Sep 23, 2017",,No,103,
61.,COSRX Advanced Snail 92% All In One Cream 100ml | Moisturizing Cream with Snail Slime | For Anti Wrinkle Acne Skin & Dry Skin Day Care Women | Korean Korean Skincare,B01LEJ5MSK,Cream,https://www.amazon.fr/dp/B01LEJ5MSK?psc=1,FR,https://m.media-amazon.com/images/I/7135DSnMj+L._AC_SY355_.jpg,COSRX,16.96,"1,985","1,985","1,000","33,659.17","33,639.21",165,277,KR,7.26,11,4.4,"58,119",7,592,COSRX Official,Beauty,Extra Large Envelope,FBA,7.70 x 5.10 x 7.70 cm,0.17,N/A,"Apr 11, 2015",,No,132,COSRX Official
63.,"SVR Palpebral Crème by Topialyse – Soothing Anti-Scratch Care – For Sensitive, Dry and Irritated Eyelids – Hyaluronic Acid, Omega 3-6-10 – 15 ml",B00ZKT4RHI,Cream,https://www.amazon.fr/dp/B00ZKT4RHI?psc=1,FR,https://m.media-amazon.com/images/I/51s5hsEu+jL._AC_SX342_.jpg,SVR,17,294,294,N/A,"4,666.43","4,664.41",144,"5,479",N/A,6.94,1,4.5,"1,854",6,25,,Beauty,Large Envelope,FBA,12.70 x 2.80 x 3.40 cm,0.03,N/A,"Jun 13, 2015",,No,130,
64.,"WELEDA - Protective Cream for Adults & Children – Organic Calendula, Protective And Soothing, Face And Body, Dry Or Sensitive Skin Face Cream, Sweet Almond Oil, NATRUE Labelled, 75 ml",B000VH4300,Check,https://www.amazon.fr/dp/B000VH4300?psc=1,FR,https://m.media-amazon.com/images/I/51+iIRhggxL._AC_SY355_.jpg,Weleda,7,706,706,300,"4,761.07","4,758.67",183,"1,408",AMZ,4.51,6,4.7,925,5,14,Amazon,Beauty,Large Envelope,AMZ,12.00 x 4.00 x 5.00 cm,0.07,N/A,"May 5, 2009",,No,203,Amazon
65.,"SVR - Cicavit+ Cream SPF50+ - Soothing anti-mark repair treatment - For damaged, irritated, post-dermatological acts - Niacinamide, UVA/UVB/IR filters, antioxidants - 40 ml",B07RN8PM3L,Other,https://www.amazon.fr/dp/B07RN8PM3L?psc=1,FR,https://m.media-amazon.com/images/I/61aJobU+kSL._AC_SX342_.jpg,SVR,14.39,510,510,300,"7,280.22","7,277.94",172,"1,684",FR,N/A,2,4.6,697,7,10,Cosmeco,Beauty,Large Envelope,FBA,13.30 x 3.40 x 4.80 cm,0.06,N/A,"May 9, 2019",,No,83,Cosmeco
68.,"NIVEA MEN Extra Gentle Moisturizing Care Sensitive Skin (1x75ml), moisturizing face cream for men with sensitive and irritated skin, soothing face care men 0% alcohol",B00752ILKC,Cream,https://www.amazon.fr/dp/B00752ILKC?psc=1,FR,https://m.media-amazon.com/images/I/61Rn3XM-dTL._AC_SY355_.jpg,NIVEA MEN,6.24,627,627,300,"3,912.63","3,906.22",166,"1,761",AMZ,4.8,5,4.4,845,8,19,Amazon,Beauty,Extra Large Envelope,AMZ,13.20 x 4.40 x 5.60 cm,0.11,N/A,"Feb 3, 2012",,No,170,Amazon
70.,Jonzac Thermal Water Rehydrate Extra Rich Velvety Care 50 ml,B07CHXF6L3,Check,https://www.amazon.fr/dp/B07CHXF6L3?psc=1,FR,https://m.media-amazon.com/images/I/51S0PtbJuLL._AC_SY355_.jpg,JONZAC,13,364,340,100,"5,256.64","4,419.18",60,"3,328",AMZ,7.33,3,4.6,133,6,5,Amazon,Beauty,Large Envelope,AMZ,16.10 x 3.60 x 3.70 cm,0.07,N/A,"Feb 21, 2018",,No,98,Amazon
44.,Bioderma Atoderm Shower Oil Refill 1000ml,B0D9NN7XFD,Wash,https://www.amazon.fr/dp/B0D9NN7XFD?psc=1,FR,https://m.media-amazon.com/images/I/51c8GEGtkAL._AC_SY355_.jpg,Bioderma,13.89,9,9,N/A,132.31,132.32,41,"44,739",N/A,9.02,3,4.8,"1,105",8,60,,Beauty,Small Parcel,MFN,22.14 x 9.50 x 15.70 cm,1.12,N/A,"Sep 14, 2024",,No,22,
12.,Mustela - Stelatopia Organic Sunflower Cleansing Oil - Gentle cleansing for very dry or atopic skin - 98% natural ingredients - Baby and Family Cleansing Oil Pump Bottle,B07YPQ8B63,Wash,https://www.amazon.fr/dp/B07YPQ8B63?psc=1,FR,https://m.media-amazon.com/images/I/71TtUuugacL._AC_SY355_.jpg,Mustela,9.29,153,151,100,"1,744.88","1,726.04",169,"1,541",AMZ,7.03,5,4.7,814,10,60,Amazon,Baby Products,Extra Large Envelope,AMZ,22.90 x 5.50 x 7.70 cm,0.57,N/A,"Oct 4, 2019",,No,81,Amazon
37.,"Laboratorios Babé - Jabón Corporal de Aceite Con Ácidos Esenciales Omega 3.6 y 9. Aceites Emolientes y Reparadores, Piel Seca, Piel Atópica, Regenerador, Alivia el Picor, Hidratante - 500 ml",B00AHV6I3A,Wash,https://www.amazon.fr/dp/B00AHV6I3A?psc=1,FR,https://m.media-amazon.com/images/I/51D6ZRrBFsL._AC_SY355_.jpg,LABORATORIOS BABE,20.55,0,0,N/A,0,0,190,"272,201",N/A,8.86,1,4.7,647,8,1,,Beauty,Small Parcel,MFN,22.00 x 6.40 x 6.50 cm,0.57,N/A,"Nov 12, 2012",,No,164,
45.,MERCUROCHROME - Refined Sweet Almond Oil - Softening and Nourishing - 100 ml,B0060OU7F8,Oil,https://www.amazon.fr/dp/B0060OU7F8?psc=1,FR,https://m.media-amazon.com/images/I/61ruaFENToL._AC_SY355_.jpg,Mercurochrome,5.23,46,46,N/A,223.11,225.08,76,"17,356",AMZ,4.8,1,4.7,362,2,2,Amazon,Beauty,Extra Large Envelope,AMZ,11.18 x 4.70 x 4.70 cm,0.14,N/A,"Jan 4, 2012",,No,174,Amazon
39.,"Svr Topialysis Eco Cleansing Oil Refill, 1 L (Pack of 1)",B09FS32TJP,Wash,https://www.amazon.fr/dp/B09FS32TJP?psc=1,FR,https://m.media-amazon.com/images/I/7103CVovlTL._AC_SY355_.jpg,SVR,18.14,9,9,N/A,162.82,162.82,56,"55,629",N/A,8.68,2,4.6,236,4,9,,Beauty,Small Parcel,MFN,23.40 x 7.50 x 14.30 cm,1.13,N/A,"May 7, 2021",,No,62,
