Product Details,ASIN,Segment,URL,Marketplace,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
"Mustela Cleansing Bath Oil with Organic Avocado Perseose, Body and Hair, Babies and the Whole Family – Does Not Burn to Eyes, Specific for Dry Skin, 98% Ingredients of Natural Origin (500 ml)",B07TCJ785D,Check,https://www.amazon.it/dp/B07TCJ785D?psc=1,IT,https://m.media-amazon.com/images/I/61Cv0adTM7L._AC_SY355_.jpg,Mustela,18.9,632,632,500,"7,745.92","7,742.55",191,99,AMZ,5.39,35,4.7,"1,720",6,31,Amazon,Baby Products,Extra Large Envelope,AMZ,22.70 x 5.60 x 8.30 cm,0.56,N/A,"Aug 29, 2019",,No,80,Amazon
"Barrier Paste Change Cream Diaper with Zinc Oxide – Protective Soothing Paste for the Elderly, Elderly, Disabled and Babies – High Protection Products For Skin Care, White, 150 ml",B08DGB3LHP,Check,https://www.amazon.it/dp/B08DGB3LHP?psc=1,IT,https://m.media-amazon.com/images/I/61mf1Shp9WL._AC_SY355_.jpg,BIODERM BIODERMOCOSMETICI,6.75,"2,646",656,300,"28,872.59","5,525.37",179,40,AMZ,4.25,3,4.7,"1,427",9,47,Amazon,Baby Products,Extra Large Envelope,AMZ,14.70 x 4.70 x 7.20 cm,0.17,N/A,"Jul 21, 2020",Sponsored Brand Video,No,69,Amazon
L'OCCITANE - Almond Shower Oil (Amande Sublime) - Softens and Firms - Made in France,B0GMPB6B4V,Check,https://www.amazon.it/dp/B0GMPB6B4V?psc=1,IT,https://m.media-amazon.com/images/I/61jYX7AxO8L._AC_SX342_.jpg,L'Occitane,32.38,102,38,N/A,"2,055.46","1,424.02",84,"12,724",AMZ,11.4,1,4.9,31,6,22,Amazon,Beauty,Extra Large Envelope,AMZ,19.90 x 5.90 x 8.60 cm,0.55,N/A,"Feb 23, 2026",Sponsored Brand,No,2,Amazon
BIODERMA Atoderm Shower Oil - Soothing and Anti-Irritation Cleanser - Instant Comfort and Hydration for 24 Hours - Sensitive Skin from Very Dry to Irritated - Pump Bottle 1 Litre,B00ZY65OSI,Wash,https://www.amazon.it/dp/B00ZY65OSI?psc=1,IT,https://m.media-amazon.com/images/I/615ZenpkpGL._AC_SY355_.jpg,Bioderma,21.6,"1,508","1,508",700,"29,739.72","29,735.44",178,543,IT,6.1,43,4.6,"30,194",8,259,Farmacia Gaudiana,Beauty,Small Parcel,MFN,21.50 x 7.80 x 10.50 cm,1.17,N/A,"Aug 27, 2015",,No,128,Farmacia Gaudiana
"Biopoint - Softening Bath Oil, Gentle Shower Cleanser with Nourishing Action, Honeyy Texture and Oriental Fragrance, Gives Soft, Elastic, Hydrated Skin, 400 ml",B07PBJWXLH,Check,https://www.amazon.it/dp/B07PBJWXLH?psc=1,IT,https://m.media-amazon.com/images/I/511U6psjboL._AC_SY355_.jpg,BIOPOINT,4.83,610,610,200,"3,590.84","3,584.59",159,"1,675",AMZ,5.4,12,4.4,358,4,10,Amazon,Beauty,Extra Large Envelope,AMZ,19.90 x 5.90 x 8.20 cm,0.48,#3,"Mar 2, 2019",,No,85,Amazon
"Neutro Roberts Shower Oil with Coconut Oil, Great for Delicate Skin, Softening and Protective Formula for Soft and Healthy Skin, Cleanses and Moisturizes, Non-Ointment, 250 ml Bottle",B076M7LGZV,Check,https://www.amazon.it/dp/B076M7LGZV?psc=1,IT,https://m.media-amazon.com/images/I/51ybDl0y2-L._AC_SX342_.jpg,Neutro Roberts,3.49,943,429,200,"2,607.37","1,245.91",182,946,AMZ,3.65,2,4.4,373,7,N/A,Amazon,,Large Envelope,AMZ,17.60 x 3.10 x 7.40 cm,0.28,#2,"Oct 20, 2017",,No,102,Amazon
"Eucerin pH5 Shower Cleansing Oil, 1 L, Body Cleansing Oil with Natural Oils for Gentle Daily Cleansing, Dry and Sensitive Skin Oil for the Whole Family",B0CHJZSFJY,Check,https://www.amazon.it/dp/B0CHJZSFJY?psc=1,IT,https://m.media-amazon.com/images/I/61xjiqfugNL._AC_SX342_.jpg,Eucerin,22.34,611,611,300,"12,984.07","12,980.41",151,"1,009",AMZ,8.11,18,4.8,256,7,18,Amazon,Beauty,Small Parcel,AMZ,25.40 x 6.10 x 17.10 cm,1.06,N/A,"Sep 7, 2023",,No,31,Amazon
"Eucerin pH5 Gentle Shower Gel & Oil 1L, Body Cleansing Oil with Natural Oils for a Gentle and Nourishing Daily Cleansing, Shower Gel Oil Without Soap for Dry and Sensitive Skin",B0F2N4325F,Check,https://www.amazon.it/dp/B0F2N4325F?psc=1,IT,https://m.media-amazon.com/images/I/71FlQ12YteL._AC_SX342_.jpg,Eucerin,12.41,164,164,100,"2,644.13","2,643.55",176,"4,812",AMZ,7.38,10,4.7,26,7,8,Amazon,Beauty,Small Parcel,AMZ,24.30 x 5.90 x 10.30 cm,1.14,N/A,"Mar 27, 2025",,No,13,Amazon
"Collistar Firming Shower Oil, Gentle Body Wash with Firming and Moisturizing Action for Silky Skin, Great on Sensitive and Dry Skin, 400 ml",B009RQVXCM,Check,https://www.amazon.it/dp/B009RQVXCM?psc=1,IT,https://m.media-amazon.com/images/I/61i934qEygL._AC_SX342_.jpg,Collistar,17.46,193,193,100,"4,249.18","4,247.18",139,"3,895",N/A,8.36,7,4.4,828,2,3,FMbeauty,Beauty,Extra Large Envelope,FBA,21.40 x 4.30 x 8.80 cm,0.48,N/A,"Jul 6, 2015",,No,129,FMbeauty
"Uriage 25% Glycerin Cleansing Oil - 2 in 1: Gently Cleanses and Moisturises - Foaming Shower Oil for the Whole Family - Face & Body - Soap-Free, Physiological PH, Sensitive Skin",B0752S69DK,Wash,https://www.amazon.it/dp/B0752S69DK?psc=1,IT,https://m.media-amazon.com/images/I/61nFGE3NSSL._AC_SY355_.jpg,Uriage,19.9,"1,159",320,100,"18,254.48","5,617.64",177,649,N/A,8.31,25,4.6,"5,693",7,124,Effeverde,Beauty,Small Parcel,MFN,23.60 x 7.70 x 8.30 cm,1.16,N/A,"Aug 26, 2017",,No,104,Effeverde
"Bottega Verde - Argan of Morocco, Shower Bath with Argan Oil, 400 ml, Softening Action, for Normal or Dry Skin",B08KSFXJ1Q,Check,https://www.amazon.it/dp/B08KSFXJ1Q?psc=1,IT,https://m.media-amazon.com/images/I/61WdUx4AAlL._AC_SY355_.jpg,Bottega Verde,3.4,"1,296","1,182",700,"5,057.86","3,928.38",110,373,AMZ,5.25,1,4.4,195,10,28,Amazon,Beauty,Small Parcel,AMZ,20.10 x 6.20 x 7.10 cm,0.45,N/A,"Oct 1, 2020",,No,66,Amazon
L'OCCITANE - Olio da Doccia alla Mandorla - Made in France,B016XP62RK,Check,https://www.amazon.it/dp/B016XP62RK?psc=1,IT,https://m.media-amazon.com/images/I/611s3vietIL._AC_SX342_.jpg,L'Occitane,15.49,269,204,100,"4,344.75","3,591.98",58,"2,090",AMZ,7.48,1,4.5,"5,370",6,109,Amazon,Beauty,Extra Large Envelope,AMZ,16.10 x 4.50 x 6.80 cm,0.28,N/A,"Jun 10, 2014",,No,142,Amazon
"Corine de Farme, Nourishing Cleansing Oil 500ml for Children, Calendula Extract, Hypoallergenic, Gentle Cleansing for Very Dry Skin, Suitable for Hair, 97% Natural Ingredients",B0DYV9FK1Y,Other,https://www.amazon.it/dp/B0DYV9FK1Y?psc=1,IT,https://m.media-amazon.com/images/I/616yxt1ryJL._AC_SY355_.jpg,Corine de Farme,6.64,181,181,100,"1,460.67","1,459.68",175,"1,260",AMZ,5.23,1,4.6,243,2,11,Amazon,Baby Products,Small Parcel,AMZ,21.10 x 6.10 x 18.40 cm,0.56,N/A,"Apr 20, 2025",,No,12,Amazon
Omniskin 500 Oil - Body Cleanser,B08HRKGCSZ,Check,https://www.amazon.it/dp/B08HRKGCSZ?psc=1,IT,https://m.media-amazon.com/images/I/71yuSyelw4S._AC_SY355_.jpg,Omniskin,13.1,70,70,N/A,"1,102.97","1,102.16",32,"10,496",AMZ,5.16,8,4.5,169,4,0,Amazon,Beauty,Extra Large Envelope,AMZ,20.80 x 5.80 x 7.40 cm,0.48,N/A,"Oct 14, 2016",,No,114,Amazon
SVR - SVR Topialyse Moisturizing Washing Gel Anti Dryness 1000 ml - 981248267,B09FYL3CMY,Wash,https://www.amazon.it/dp/B09FYL3CMY?psc=1,IT,https://m.media-amazon.com/images/I/615lNAMj0XL._AC_SY355_.jpg,SVR,19.9,818,759,500,"10,550.83","9,443.80",77,415,IT,6.79,32,4.6,"2,100",2,36,Scientia Naturae,Baby Products,Small Parcel,MFN,23.30 x 8.30 x 8.50 cm,1.09,N/A,"May 7, 2021",,No,59,Scientia Naturae
"La Roche-Posay Lipikar Soothing Protective Shower Gel for Sensitive and Dry Skin, Gently Cleansed and Hydrated Skin, Enriched with Niacinamide and Shea Butter, 1L",B0DJPBRNDF,Wash,https://www.amazon.it/dp/B0DJPBRNDF?psc=1,IT,https://m.media-amazon.com/images/I/41u4Z19QpfL._AC_SX342_.jpg,La Roche-Posay,16.09,"1,201","1,201",600,"20,935.89","20,929.83",162,619,AMZ,7.52,1,4.7,511,1,54,Amazon,Beauty,Small Parcel,AMZ,22.40 x 8.90 x 9.00 cm,1.09,N/A,"Oct 8, 2024",,No,18,Amazon
"Aveeno Daily Moisturising Body Cleanser, Moisturizing Body Wash with Gentle Fragrance, Shower Gel for Normal to Dry Skin, Prebiotic Colloidal Oat Shower Bath, 500 ml",B075JNGSQW,Wash,https://www.amazon.it/dp/B075JNGSQW?psc=1,IT,https://m.media-amazon.com/images/I/61YtrGHYAKL._AC_SY355_.jpg,Aveeno,5.01,"2,031","1,839","1,000","20,580.55","16,549.03",165,179,AMZ,5.51,28,4.6,"1,449",7,31,Amazon,Beauty,Small Parcel,AMZ,19.80 x 7.50 x 12.70 cm,0.57,N/A,"Sep 29, 2017",,No,103,Amazon
"Eucerin Urea Repair Gentle Shower Gel 5% 400 ml, Moisturizing and Exfoliating Body Cleanser with 5% Urea for Immediate Relief, Body Wash for Dry and Very Dry Skin",B0DVZ8STKK,Wash,https://www.amazon.it/dp/B0DVZ8STKK?psc=1,IT,https://m.media-amazon.com/images/I/71-t54k1vRL._AC_SX342_.jpg,Eucerin,19.9,426,426,200,"5,300.47","5,300.25",162,"2,531",AMZ,5.8,24,4.6,220,8,15,Amazon,Beauty,Large Envelope,AMZ,21.90 x 3.80 x 8.10 cm,0.49,N/A,"Feb 4, 2025",,No,14,Amazon
"I Provenzali | Sweet Almond Oil, Pure Unscented Elastic, 250 ml",B072VGM1QQ,Check,https://www.amazon.it/dp/B072VGM1QQ?psc=1,IT,https://m.media-amazon.com/images/I/61TQmNsfvRL._AC_SY355_.jpg,I Provenzali,4.04,"2,039","2,039","1,000","13,457.10","13,443.98",63,178,AMZ,4.3,6,4.7,604,3,48,Amazon,Beauty,Small Parcel,AMZ,15.20 x 7.50 x 10.70 cm,0.4,N/A,"Jun 12, 2017",,No,106,Amazon
"equilibra Body Oil, Pure Almond Oil, Sweet Almond Oil, Protective, Nourishing and Elasticizing, Helps Prevent Stretch Marks in Pregnancy or During a Low Calorie Diet, 500ml",B09TVGJKCG,Check,https://www.amazon.it/dp/B09TVGJKCG?psc=1,IT,https://m.media-amazon.com/images/I/61tKhOGmeQL._AC_SY355_.jpg,Equilibra,12.99,"1,648",762,600,"14,638.27","7,878.36",172,517,AMZ,6.59,5,4.6,"8,002",6,29,Amazon,Beauty,Small Parcel,AMZ,19.70 x 7.00 x 10.80 cm,0.5,N/A,"Mar 3, 2022",,No,49,Amazon
"Equilibra, Body Oil, Elasticizing Action, Helps Prevent Stretch Marks, 150 ml, Non-Greasy, Damascene Rose Extract, Low Weight Hyaluronic Acid, Rosehip Oil, Meadowfoam Oil, Vitamin E",B0D1R862FV,Check,https://www.amazon.it/dp/B0D1R862FV?psc=1,IT,https://m.media-amazon.com/images/I/71GR9LWUKPL._AC_SY355_.jpg,Equilibra,12.9,345,345,200,"3,126.14","3,122.60",181,"3,221",AMZ,4.3,5,4.5,57,3,2,Amazon,Beauty,Extra Large Envelope,AMZ,18.80 x 4.40 x 7.00 cm,0.2,N/A,"Apr 15, 2024",,No,24,Amazon
"BioNike - Defence My Body, HydraOil Moisturizing Spray Oil 24h, Soothing Action, Light Texture and Non-Oil, 200 ml",B0F2Z8GXS1,Check,https://www.amazon.it/dp/B0F2Z8GXS1?psc=1,IT,https://m.media-amazon.com/images/I/51VRXhx4hnL._AC_SX342_.jpg,BioNike,6.75,256,256,100,"3,944.95","3,944.02",114,"1,475",AMZ,6.2,11,4.2,26,6,0,,Beauty,Extra Large Envelope,AMZ,21.40 x 4.40 x 4.60 cm,0.19,N/A,"Feb 15, 2025",,No,14,
"Rilastil Elasticity Oil, Soothing Body Treatment, Protective and Restitutive, for Inelastic Skin and Cutaneous Scars, 80 ml",B00IXWOQA2,Check,https://www.amazon.it/dp/B00IXWOQA2?psc=1,IT,https://m.media-amazon.com/images/I/614swwoFLkL._AC_SX342_.jpg,Rilastil,14.5,"1,193",100,50,"21,355.09","1,338.66",123,"1,024",AMZ,5.78,39,4.6,"1,156",6,16,Amazon,Beauty,Extra Large Envelope,AMZ,19.80 x 4.10 x 11.00 cm,0.11,N/A,"Mar 28, 2014",,No,145,Amazon
"Forsan Sweet Almond Oil, Stretch Body Oil, Plant Origin Oil and Fragrance Free, Nourishes and Moisturizes Skin, Ideal for Preventing Stretch Marks, Suitable for Dry Skin, 250ml",B018SC2RVG,Check,https://www.amazon.it/dp/B018SC2RVG?psc=1,IT,https://m.media-amazon.com/images/I/51FvDXTc3XL._AC_SX342_.jpg,Matt,4.42,971,879,500,"5,840.07","5,338.93",176,639,AMZ,4.01,1,4.6,"3,527",5,13,Amazon,Beauty,Extra Large Envelope,AMZ,14.50 x 5.60 x 5.70 cm,0.26,N/A,"Jun 10, 2016",,No,118,Amazon
"Rilastil Stretch Mark Oil, Soothing and Protective with Sweet Almond Oils, Balsamine Rose, All Skin Types, Pack of 100 ml",B09LD6YBMJ,Cream,https://www.amazon.it/dp/B09LD6YBMJ?psc=1,IT,https://m.media-amazon.com/images/I/61pFtT-s21L._AC_SY445_.jpg,Rilastil,10.43,"1,877","1,877",800,"28,616.79","28,608.92",121,422,AMZ,6.33,18,4.6,980,6,35,Amazon,Beauty,Extra Large Envelope,AMZ,17.20 x 4.20 x 4.30 cm,0.13,N/A,"Nov 23, 2021",,No,53,Amazon
"AIESI® F.U. Sweet Almond Oil 100% Pure (1000 ml) Cold Pressed for Pharmaceutical, Food, Cosmetic and Dermatological Use, Made in Italy",B00OY70DFM,Check,https://www.amazon.it/dp/B00OY70DFM?psc=1,IT,https://m.media-amazon.com/images/I/71yp8VpCaPL._AC_SY355_.jpg,AIESI,12.21,"1,306","1,306",700,"19,462.92","19,449.72",134,587,AMZ,7.35,3,4.7,"2,130",7,18,Amazon,Beauty,Small Parcel,AMZ,23.40 x 7.90 x 8.00 cm,0.96,N/A,"Oct 26, 2014",,No,138,Amazon
"NIVEA Coconut Oil Cream & Monoi Oil 400 ml, 48h Moisturizing Body Cream, Scented Body Cream with Monoi Oil and Coconut Fragrance, Body Cream Moisturizing Dry Velvety Skin",B0D849H168,Check,https://www.amazon.it/dp/B0D849H168?psc=1,IT,https://m.media-amazon.com/images/I/51jFrbxO3CL._AC_SY355_.jpg,NIVEA,7.99,"2,092","2,092","1,000","10,531.11","10,513.93",170,39,AMZ,3.89,4,4.5,732,8,37,Amazon,Beauty,Extra Large Envelope,AMZ,22.50 x 4.50 x 7.50 cm,0.4,N/A,"Jun 26, 2024",,No,22,Amazon
"L'AMANDE - 100% Natural Sweet Almond Oil for Body and Face with Vitamin E Unscented Emollient Action Against Blemishes and Skin Redness, Ideal as Massage Oil, 250 ml",B07N85VN66,Check,https://www.amazon.it/dp/B07N85VN66?psc=1,IT,https://m.media-amazon.com/images/I/61CU0myQarL._AC_SY355_.jpg,L'Amande,13.84,743,101,50,"9,388.93","1,701.22",165,"2,404",IT,4.38,5,4.5,353,5,N/A,Lui & Lei BEAUTY®,Beauty,Extra Large Envelope,FBA,19.00 x 6.00 x 6.30 cm,0.28,N/A,"Nov 22, 2016",,No,113,Lui & Lei BEAUTY®
"Naissance Natural Sweet Almond Oil (No. 215) – 1 Litre – Vegan, GMO Free – Ideal for Aromatherapy, Massage – Moisturizing for Body, Face, Lips, Hair, Skin, Beard and Cuticle",B007MCXGO6,Other,https://www.amazon.it/dp/B007MCXGO6?psc=1,IT,https://m.media-amazon.com/images/I/71PcxQ1+gZL._AC_SY355_.jpg,Naissance,14.41,"1,754","1,331",700,"31,463.66","19,837.02",173,440,GB,5.26,2,4.5,"51,051",7,161,naissance ®,Beauty,Standard Parcel,FBA,22.20 x 12.60 x 16.70 cm,0.97,N/A,"Aug 7, 2013",,No,152,naissance ®
"Phytorelax Laboratories Coconut Vegan & Organic – Multi-Purpose Dry Oil – Face – Body – Hair – Nourishing & Repairing, Enveloping, Absorbs Immediately – 100 ml",B07RQ7TH1R,Other,https://www.amazon.it/dp/B07RQ7TH1R?psc=1,IT,https://m.media-amazon.com/images/I/61kseoCrpNL._AC_SY445_.jpg,Phytorelax,9.9,217,217,100,"1,701.08","1,698.81",159,"4,116",AMZ,4.16,7,4.5,446,7,7,Amazon,Beauty,Extra Large Envelope,AMZ,14.50 x 5.00 x 5.00 cm,0.2,N/A,"May 20, 2019",,No,83,Amazon
"Rilastil Aqua Body Milk, Fresh, Light, Moisturizing and Soothing Emulsion with Hyaluronic Acid, Pack of 400 ml",B0034L1KP6,Check,https://www.amazon.it/dp/B0034L1KP6?psc=1,IT,https://m.media-amazon.com/images/I/61BGpaYa8fL._AC_SY445_.jpg,Rilastil,18.02,288,288,100,"5,642.12","5,641.87",110,"3,151",AMZ,7.46,12,4.6,404,3,1,,Beauty,Extra Large Envelope,AMZ,20.40 x 5.30 x 5.50 cm,0.45,N/A,"Aug 9, 2012",,No,164,
"Equilibra Body Oil, Shea Oil, Face and Body Oil Extracted from Shea Butter, Moisturizing and Protective Action, Ideal for Dry Skin and Massage, with Phytosterols and Vitamin E, 120 ml",B012T1A58O,Check,https://www.amazon.it/dp/B012T1A58O?psc=1,IT,https://m.media-amazon.com/images/I/61wDZy66IzL._AC_SY355_.jpg,Equilibra,8.92,387,335,N/A,"2,511.01","1,952.63",183,"12,118",AMZ,4.3,6,4.5,939,3,0,Amazon,Health & Household,Extra Large Envelope,AMZ,15.10 x 5.80 x 6.20 cm,0.22,N/A,"Nov 16, 2015",,No,125,Amazon
"Bottega Verde - Coconut Moisturizing Body Cream, 200 ml, with Coconut Milk and Virgin Coconut Oil, Soothing and Nourishing Action, for All Skin Types",B0FG8FP1PM,Check,https://www.amazon.it/dp/B0FG8FP1PM?psc=1,IT,https://m.media-amazon.com/images/I/510t-IjojYL._AC_SY355_.jpg,Bottega Verde,9.28,76,76,N/A,"1,190.69","1,190.19",149,"6,592",AMZ,5.29,1,4.9,49,3,3,Amazon,Beauty,Extra Large Envelope,AMZ,18.20 x 5.00 x 7.00 cm,0.23,N/A,"Jul 1, 2025",,No,9,Amazon
"Matt Forsan Coconut Oil, Nourishing for Body and Hair, Dermoprotective and Emollient Action for Dry Skin, As After Sun or Hair Restructurer, 100% Pure of Natural Origin, 100 ml",B018SC2MU2,Other,https://www.amazon.it/dp/B018SC2MU2?psc=1,IT,https://m.media-amazon.com/images/I/51z-3eKaHnL._AC_SY355_.jpg,Matt,4.71,246,246,100,"1,411.86","1,411.73",176,"5,035",AMZ,5.04,1,4.4,361,6,12,Amazon,Beauty,Extra Large Envelope,AMZ,13.30 x 4.90 x 5.10 cm,0.2,N/A,"May 17, 2020",,No,71,Amazon
"Bioderm Dermocrema Base H | Crema Super Idratante Corpo e Mani con Burro di Karité | Crema Emolliente per Pelli Secche, Delicate e a Tendenza Atopica | Senza Parabeni e Siliconi | 500 ml",B09MQJLRGS,Cream,https://www.amazon.it/dp/B09MQJLRGS?psc=1,IT,https://m.media-amazon.com/images/I/71qoUNogIyL._AC_SY355_.jpg,BIODERM BIODERMOCOSMETICI,30,582,444,200,"10,501.96","8,661.68",186,982,AMZ,7.63,1,4.4,541,8,9,Amazon,Beauty,Small Parcel,AMZ,10.00 x 8.90 x 9.70 cm,0.53,N/A,"Nov 28, 2021",,No,53,Amazon
"Collistar Precious Body Oil, Firms, Nourishes, Tones and Stimulates Microcirculation, Great for Massage, Can Also Be Used on Face and Hair, 150 ml",B07Y6VHXZ7,Other,https://www.amazon.it/dp/B07Y6VHXZ7?psc=1,IT,https://m.media-amazon.com/images/I/61kQARpvSZL._AC_SX342_.jpg,Collistar,41,574,574,200,"14,072.21","14,068.99",146,"2,559",AMZ,7.89,8,4.5,502,4,0,Amazon,Beauty,Extra Large Envelope,AMZ,16.90 x 4.90 x 5.30 cm,0.19,N/A,"Sep 22, 2019",,No,79,Amazon
"Organic Almond Oil, Cold Pressed, Ecological Cultivation - Suitable for Babies, Anti Stretch Marks, Makeup remover, Massage Oil, Body, Face, Hair, Pregnancy, Breast, 100% Natural, 2000 ml",B01HVN7HN6,Other,https://www.amazon.it/dp/B01HVN7HN6?psc=1,IT,https://m.media-amazon.com/images/I/71S1ho0KIAL._AC_SY355_.jpg,bleu & marine Bretania,24.86,63,42,200,"1,748.31","1,261.27",187,"2,973",FR,9.98,2,4.4,"2,803",8,4,Amazon,Beauty,Small Parcel,FBA,27.80 x 10.10 x 21.20 cm,2.11,N/A,"Jul 2, 2016",,No,117,Amazon
"Gonaturals 100% Pure Sweet Almond Oil – Cold Pressed – Moisturizing Face, Body and Hair – Ideal for Stretch Marks and Sensitive Skin – Fast Absorption, Odourless, 250 ml",B09MDHLXJM,Other,https://www.amazon.it/dp/B09MDHLXJM?psc=1,IT,https://m.media-amazon.com/images/I/81wDcCk+19L._AC_SY355_.jpg,GONATURALS,13.29,318,318,200,"4,769.25","4,765.94",169,"3,649",DE,6.79,2,4.4,653,7,1,Vivere GmbH,Beauty,Small Parcel,FBA,16.30 x 6.70 x 6.80 cm,0.26,N/A,"Dec 12, 2021",,No,52,Vivere GmbH
"Bio-Oil Oil Treatment for Skin with Moisturizing Healing and Anti Stretch Marks Action, Hides Scars, Stretch Marks and Skin Blemishes, 125 ml",B00I2QCU7U,Check,https://www.amazon.it/dp/B00I2QCU7U?psc=1,IT,https://m.media-amazon.com/images/I/51TLX3v5dkL._AC_SY355_.jpg,Bio-Oil,22.99,"4,320","2,125","1,000","74,479.12","33,975.59",141,61,AMZ,6.54,1,4.6,"8,536",7,60,Amazon,,Extra Large Envelope,AMZ,14.80 x 4.20 x 4.60 cm,0.14,N/A,"Jan 27, 2014",,No,147,Amazon
"Dermovitamina Calmilene Extreme Eyelid Cream – Eye Contour Dry and Reactive Skin – Moisturizing Eye Contour Cream – With Vitamin E, Probiotics and Hyaluronic Acid – Fast Absorption – 15 ml",B09JZVT78L,Cream,https://www.amazon.it/dp/B09JZVT78L?psc=1,IT,https://m.media-amazon.com/images/I/51RuhZqOJiL._AC_SY355_.jpg,Dermovitamina,15.42,"1,626","1,626",900,"18,101.10","18,100.96",188,461,AMZ,4.32,7,4.5,638,5,36,Amazon,Beauty,Standard Envelope,AMZ,13.20 x 2.20 x 4.60 cm,0.03,N/A,"Oct 25, 2021",Sponsored Brand,No,54,Amazon
"Dermovitamina Calmilene Psoriacare Intensive Cream – With Vitamin E and Ceramides – For Skin with Itchy, Redness and Disquamation – With Tendency to Psoriasis and Skin Hyperkeratosis – 50 ml",B08GY7S2F2,Cream,https://www.amazon.it/dp/B08GY7S2F2?psc=1,IT,https://m.media-amazon.com/images/I/61IwXou72LL._AC_SY355_.jpg,Dermovitamina,15.42,"1,013","1,013",500,"11,279.57","11,279.40",190,920,AMZ,5.01,6,4.4,"1,033",7,19,Amazon,Beauty,Large Envelope,AMZ,14.80 x 3.20 x 4.90 cm,0.07,N/A,"Oct 20, 2020",Sponsored Brand,No,66,Amazon
"Eucerin Atopi Control Acute Phase Cream 100 ml, Atopic Dermatitis Cream for Intensive Treatment of Acute Phases, Eczema Treatment for Itching Relief for Dry and Irritated Skin",B07ZL23F22,Cream,https://www.amazon.it/dp/B07ZL23F22?psc=1,IT,https://m.media-amazon.com/images/I/61rE1R8F64L._AC_SX342_.jpg,Eucerin,25.2,739,739,400,"16,720.05","16,718.78",175,"1,413",AMZ,7.84,10,4.6,477,8,23,Amazon,Health & Household,Large Envelope,AMZ,13.50 x 3.70 x 6.00 cm,0.11,#2,"Oct 25, 2019",,No,78,Amazon
"Rilastil Xerolact PB Face and Body Balm, Relipidant, Anti-Rritation, Suitable for Babies, Children and Adults, for Atopic Skin, Pack of 400 ml",B08R1FQWKH,Cream,https://www.amazon.it/dp/B08R1FQWKH?psc=1,IT,https://m.media-amazon.com/images/I/61FGDeWkEyL._AC_SY445_.jpg,Rilastil,15.34,842,842,500,"15,720.56","15,718.65",142,137,AMZ,7.02,35,4.7,"1,371",8,27,Amazon,Baby Products,Extra Large Envelope,AMZ,20.40 x 5.30 x 5.50 cm,0.45,N/A,"Nov 25, 2020",,No,65,Amazon
"Bepanthenol Sensiderm Moisturizing Body, Face & Hands Cream - Atopic Dermatitis, Eczema & Itchy, Dry Sensitive Skin, Soothing for Adults and Children, Cortisone Free, 20g",B00IKGG438,Cream,https://www.amazon.it/dp/B00IKGG438?psc=1,IT,https://m.media-amazon.com/images/I/51woq1NbxVL._AC_SY355_.jpg,Bepanthenol,8.01,"1,676",781,500,"22,422.93","7,715.68",170,146,AMZ,4.13,12,4.4,"1,672",6,22,Amazon,Baby Products,Large Envelope,AMZ,11.60 x 3.40 x 3.50 cm,0.03,#3,"Feb 21, 2014",,No,146,Amazon
"Eucerin Atopi Control Intensive Soothing Body Emulsion, 400 ml, Atopic Dermatitis Cream for the Remission Phase, Moisturizing Body Cream with Ceramides, Moisturizing Body Cream Dry and Atopic Skin",B07N841KHQ,Cream,https://www.amazon.it/dp/B07N841KHQ?psc=1,IT,https://m.media-amazon.com/images/I/61pvukx7HaL._AC_SX342_.jpg,Eucerin,16.29,358,358,200,"7,111.65","7,111.49",196,"2,042",AMZ,6.62,2,4.5,51,8,9,Amazon,Beauty,Small Parcel,AMZ,21.80 x 8.90 x 11.50 cm,1.38,N/A,"Oct 16, 2020",,No,66,Amazon
"Eucerin AtopiControl Hand Intensiv-Creme, 75 ml Cream",B01N0RN5MH,Cream,https://www.amazon.it/dp/B01N0RN5MH?psc=1,IT,https://m.media-amazon.com/images/I/61T6pqLgVJL._AC_SX342_.jpg,Eucerin,14.9,581,581,300,"6,320.56","6,317.34",53,"1,081",AMZ,3.99,20,4.6,962,8,25,Amazon,Beauty,Large Envelope,AMZ,11.20 x 3.80 x 3.90 cm,0.09,N/A,"Dec 31, 2008",,No,208,Amazon
"Bionike Triderm A.D. Emollient Body Cream for Atopic Skin, Moisturizing and Repairing Action, Counteracts Dryness and Irritation, Gives Softness to Skin, 400 ml",B07MYQ2JZ4,Cream,https://www.amazon.it/dp/B07MYQ2JZ4?psc=1,IT,https://m.media-amazon.com/images/I/61As0EPlGAL._AC_SY445_.jpg,BioNike,17.16,918,918,400,"19,662.98","19,657.17",160,951,AMZ,8.63,23,4.6,747,1,7,Amazon,Beauty,Small Parcel,AMZ,20.60 x 6.60 x 6.60 cm,0.48,N/A,"Jan 19, 2019",,No,87,Amazon
