Product Details,ASIN,Segment,URL,Image URL,Brand,Price  €,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  €,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller
"ISDIN Germisdin Aloe Vera Body Hygiene and Hands, Body Wash Formulated with Antiseptic Agents, Recommended for Dry Skin",B09BBH8B78,Wash,https://www.amazon.es/dp/B09BBH8B78?psc=1,"https://m.media-amazon.com/images/I/61ZacSsVcaL._SX342_PIbundle-2,TopRight,0,0_AA342SH20_.jpg",ISDIN,26.38,955,781,400,"22,408.83","20,597.80",119,518,AMZ,9.58,2,4.6,"2,178",9,26,Amazon,Beauty,Small Parcel,AMZ,26.70 x 9.30 x 19.20 cm,2.39,N/A,"Jul 24, 2021",,No,57,Amazon
SEBAMED Soap-free emulsion with olive oil,B00ENDH64I,Check,https://www.amazon.es/dp/B00ENDH64I?psc=1,https://m.media-amazon.com/images/I/51evjNDy6UL._SX342_.jpg,Sebamed,15.56,746,659,200,"11,511.34","9,321.27",41,"2,441",AMZ,6.39,19,4.6,528,5,6,Amazon,Beauty,Small Parcel,AMZ,22.50 x 5.90 x 11.60 cm,1.11,N/A,"Feb 13, 2015",,No,134,Amazon
"ISDIN Germisdin Original Body Hygiene and Hands, Body Wash Formulated with Antiseptic Agents",B09BBHBDWW,Check,https://www.amazon.es/dp/B09BBHBDWW?psc=1,"https://m.media-amazon.com/images/I/61DjVCY4DxL._SX342_PIbundle-2,TopRight,0,0_AA342SH20_.jpg",ISDIN,25.1,"1,659","1,208",700,"35,622.03","30,319.54",92,375,AMZ,9.38,1,4.6,"6,137",6,60,Amazon,Beauty,Small Parcel,AMZ,26.50 x 9.60 x 19.20 cm,2.38,N/A,"Jul 24, 2021",,No,57,Amazon
"ISDIN Body Wash for Sensitive Skin, Oatmeal, Fragrance Free, Unscented, Black, 750 ml (Pack of 1)",B00BN7XG1Y,Check,https://www.amazon.es/dp/B00BN7XG1Y?psc=1,https://m.media-amazon.com/images/I/61o9jeM16nL._SX342_.jpg,ISDIN,15.19,234,234,100,"3,758.92","3,758.73",97,"4,440",AMZ,6.36,11,4.5,276,7,N/A,Amazon,Beauty,Small Parcel,AMZ,24.30 x 8.20 x 10.90 cm,0.87,N/A,"Jul 28, 2014",,No,141,Amazon
"Lactovit - Lactourea XXL Firming Bath Gel for Dry Skin, Anti-sagging Formula with Collagen and Visible Improvement of Firmness - 750ml",B0FJ8PV3PG,Check,https://www.amazon.es/dp/B0FJ8PV3PG?psc=1,https://m.media-amazon.com/images/I/61Ik06M5WIL._AC_SY355_.jpg,Lactovit,3.51,566,566,200,"1,970.65","1,967.69",134,"1,952",AMZ,3.53,1,4.3,55,6,15,Amazon,Beauty,Extra Large Envelope,AMZ,32.50 x 5.50 x 9.20 cm,0.88,N/A,"Jul 21, 2025",,No,9,Amazon
Sebamed Soap-Free Emulsion,B07DMSPFF5,Wash,https://www.amazon.es/dp/B07DMSPFF5?psc=1,https://m.media-amazon.com/images/I/61OLF+j6BbL._SY445_.jpg,Sebamed,16.28,708,486,300,"10,602.50","6,495.45",26,932,AMZ,6.85,3,4.6,667,5,5,Amazon,Beauty,Small Parcel,AMZ,22.30 x 6.10 x 11.70 cm,1.14,N/A,"Jul 28, 2014",,No,141,Amazon
"La Roche Posay Lipikar Physiological Shower Gel with Niacinamide and Shea Butter, Soap and Paraben Free, for Sensitive and Dry Skin, 400 ml",B00V4PHBO8,Wash,https://www.amazon.es/dp/B00V4PHBO8?psc=1,https://m.media-amazon.com/images/I/41l47rxxzOL._AC_SY355_.jpg,La Roche-Posay,11,"1,582",292,50,"21,995.12","3,409.20",139,442,AMZ,4.88,9,4.6,"2,765",1,87,Amazon,Beauty,Extra Large Envelope,AMZ,20.00 x 5.40 x 5.60 cm,0.45,N/A,"Apr 24, 2015",,No,132,Amazon
ISDIN Psorisdin Bath Gel 500ml,B005EHV85A,Wash,https://www.amazon.es/dp/B005EHV85A?psc=1,https://m.media-amazon.com/images/I/61WHZ2j44IL._SX342_.jpg,ISDIN,11.94,386,386,100,"4,609.42","4,605.42",30,"3,660",AMZ,5.74,13,4.4,998,7,4,Amazon,Beauty,Small Parcel,AMZ,26.70 x 6.80 x 7.80 cm,0.59,N/A,"Aug 18, 2012",,No,164,Amazon
"Lactacyd Derma Body Wash, Soap Free, Sensitive Skin, Preserves the Natural Defenses of the Skin, 1000 ml",B00GY2BBL0,Check,https://www.amazon.es/dp/B00GY2BBL0?psc=1,https://m.media-amazon.com/images/I/61bQhPXO2HL._SY445_.jpg,Lactacyd,8.93,127,127,N/A,"1,133.31","1,132.70",104,"11,908",AMZ,4.92,14,4.1,258,3,1,Amazon,Beauty,Small Parcel,AMZ,24.30 x 8.10 x 8.20 cm,1.05,N/A,"Sep 28, 2015",,No,127,Amazon
"ISDIN Germisdin Aloe Vera Body Hygiene and Hands, Body Wash Formulated with Antiseptic Agents, Recommended for Dry Skin",B07DVVD19V,Wash,https://www.amazon.es/dp/B07DVVD19V?psc=1,https://m.media-amazon.com/images/I/618zigxmpiL._SX342_.jpg,ISDIN,10.19,955,173,100,"22,408.83","1,801.82",119,466,AMZ,6.68,14,4.6,"2,178",8,29,Amazon,Beauty,Small Parcel,AMZ,21.70 x 7.80 x 10.00 cm,0.58,N/A,"Jun 12, 2018",,No,94,Amazon
"ISDIN GermAloe Vera Body Hygiene, Fresh, Black, 1 Unit, 1000 ml",B00J5FY4PS,Check,https://www.amazon.es/dp/B00J5FY4PS?psc=1,https://m.media-amazon.com/images/I/41Dt7YyA6qL._SX342_.jpg,ISDIN,12.9,296,296,100,"3,839.17","3,836.61",63,"5,661",AMZ,7.14,19,4.6,996,8,7,Amazon,Beauty,Small Parcel,AMZ,26.00 x 8.90 x 12.30 cm,1.13,N/A,"Sep 28, 2015",,No,127,Amazon
"Old Spice Wolfthorn Shower Gel and Shampoo for Men 2 x 1000 ml, 3 in 1 Multi-Purpose Gel for Face, Body and Hair, Lasting Freshness, Exceptional Fragrance, Deep Cleansing",B08F7TFXT5,Check,https://www.amazon.es/dp/B08F7TFXT5?psc=1,https://m.media-amazon.com/images/I/81Gsx5PDv5L._AC_SY355_.jpg,Old Spice,10.99,196,196,100,"2,835.26","2,834.68",170,253,AMZ,7.15,1,4.6,197,11,9,Amazon,Beauty,Small Parcel,AMZ,22.90 x 7.30 x 22.80 cm,2.29,N/A,"May 28, 2024",,No,23,Amazon
"Inibsa Geles Dermatological Gel 1000 ml, Shower Gel for Skin and Hair Care, Dermatological Saver, Pack of 4 (4 x 1000 ml)",B07QC683HZ,Other,https://www.amazon.es/dp/B07QC683HZ?psc=1,"https://m.media-amazon.com/images/I/71ySK0Ge13L._AC_SY355_PIbundle-4,TopRight,0,0_SH20_.jpg",Inibsa,13.75,"2,842",541,400,"22,427.80","7,081.38",121,175,AMZ,9.01,1,4.5,"3,358",5,N/A,Amazon,Beauty,Standard Parcel,AMZ,26.50 x 14.90 x 15.20 cm,4.45,N/A,"Mar 25, 2019",,No,85,Amazon
"GREEN CORNERSS CARE - Purple Rice Body Wash | 400ml | 96% Natural | Suitable for Skin with Atopic Dermatitis | With Postbiotics | Perfect for the Whole Family, Suitable for Children Under 3 Years",B0DNRCN9C7,Wash,https://www.amazon.es/dp/B0DNRCN9C7?psc=1,https://m.media-amazon.com/images/I/51U3DkEsemL._AC_SY355_.jpg,Green Cornerss Care,16,131,131,50,"2,103.30","2,103.17",195,"5,118",ES,N/A,1,4.7,34,8,1,Green Cornerss,Beauty,N/A,MFN,N/A,N/A,N/A,"Nov 21, 2024",,No,17,Green Cornerss
"CeraVe Gel Limpiador Hidratante, Para Piel Normal a Seca, Limpia e Hidrata, Equilibrio de la Piel, Enriquecido Con Ceramidas Esenciales y Ácido Hialurónico, Apto para Rostro y Cuerpo, 473ml",B0DVLS23YF,Wash,https://www.amazon.es/dp/B0DVLS23YF?psc=1,https://m.media-amazon.com/images/I/516fYiEJMdL._SX342_.jpg,CeraVe,9.49,"1,841","1,347",900,"19,621.13","13,189.40",189,270,AMZ,6.41,8,4.6,"37,943",7,333,Amazon,Beauty,Small Parcel,AMZ,18.40 x 6.50 x 13.70 cm,0.5,N/A,"Mar 5, 2025",,No,13,Amazon
"La Roche-Posay | Lipikar Baume AP+M Relipidating Balm | Triple Repair | Anti-itch, Anti-Recurrence, Immediately Relieves | Face and Body | Dry, Very Dry and Atopic Skin | Pack of 2x400ml",B0FJXXFCPP,Cream,https://www.amazon.es/dp/B0FJXXFCPP?psc=1,"https://m.media-amazon.com/images/I/61wHN3+-0ML._AC_SY355_PIbundle-2,TopRight,0,0_SH20_.jpg",La Roche-Posay,49.95,30,30,N/A,"1,494.92","1,494.79",186,"13,450",ES,11.44,1,3.8,11,9,2,FarmaciaChamberi,Beauty,Small Parcel,MFN,10.00 x 30.00 x 10.00 cm,0.4,N/A,"Jul 25, 2025",,No,9,FarmaciaChamberi
ULTRATOPIC GEL,B0D8TKZWJF,Cream,https://www.amazon.es/dp/B0D8TKZWJF?psc=1,https://m.media-amazon.com/images/I/61mrne1fFjL._AC_SY355_.jpg,Instituto Español,5.95,249,249,N/A,"1,340.36","1,337.83",14,"8,056",AMZ,3.71,3,4.4,46,8,2,Amazon,Beauty,Extra Large Envelope,AMZ,22.80 x 5.30 x 9.60 cm,0.58,N/A,"Jul 4, 2024",,No,21,Amazon
Bioderma Atoderm Shower Gel Ecorefill 1 L,B0C8WYDL36,Wash,https://www.amazon.es/dp/B0C8WYDL36?psc=1,https://m.media-amazon.com/images/I/71tji3Bk8VL._AC_SY355_.jpg,Bioderma,12.27,85,85,50,"1,121.95","1,121.68",41,"13,400",ES,6.05,14,4.8,158,8,6,Dermofarma,Beauty,Small Parcel,FBA,22.30 x 7.00 x 14.50 cm,1.04,N/A,"Jun 21, 2023",,No,34,Dermofarma
"Repavar, Atopic Skin Saver Pack, Bath Gel 750 ml and Body Lotion 500 ml, Soothe Itch and Protect the Skin Barrier, Active Ingredients, for Atopic Skin",B07N86CCQZ,Cream,https://www.amazon.es/dp/B07N86CCQZ?psc=1,https://m.media-amazon.com/images/I/71t69Sco7BL._AC_SY355_.jpg,Atopic-Piel,29.84,66,66,N/A,"1,981.27","1,980.86",150,"9,180",AMZ,8.75,4,4.4,112,2,0,Amazon,Beauty,Small Parcel,AMZ,27.00 x 6.80 x 16.30 cm,1.44,N/A,"Jan 30, 2019",,No,87,Amazon
"Eucerin Atopicontrol Body Lotion 12% Omega, White, Fresh, 400 ml",B00FXQ6G5Y,Cream,https://www.amazon.es/dp/B00FXQ6G5Y?psc=1,https://m.media-amazon.com/images/I/61wFZbxfIHL._AC_SY355_.jpg,Eucerin,19.01,85,85,50,"1,705.02","1,704.84",64,"3,583",AMZ,6.45,28,4.3,278,7,0,Amazon,Beauty,Large Envelope,AMZ,21.80 x 3.90 x 8.30 cm,0.45,N/A,"Oct 25, 2013",,No,150,Amazon
"Mixa, Panthenol Comfort Soothing Moisturizing Cream, 13% Glycerin, Omega 6 & 9 & Panthenol, for Atopic Tendency Skin, Hypoallergenic Formula Without Fragrance, 50ml",B0D45M26KD,Cream,https://www.amazon.es/dp/B0D45M26KD?psc=1,https://m.media-amazon.com/images/I/71FZi9YVL+L._SX342_.jpg,Mixa,7.99,579,497,N/A,"4,446.40","3,549.55",36,"6,604",AMZ,3.95,4,4.6,660,8,75,Amazon,Beauty,Small Parcel,AMZ,9.30 x 8.90 x 9.10 cm,0.46,N/A,"May 14, 2024",,No,23,Amazon
"DEXERYL Pflegecreme bei trockener Haut oder Neurodermitis, 250g Cream",B002M095AC,Cream,https://www.amazon.es/dp/B002M095AC?psc=1,https://m.media-amazon.com/images/I/51DJte9WwBL._AC_SY355_.jpg,DEXERYL,11.64,151,151,100,"1,922.65","1,922.03",69,"7,471",PT,5.99,5,4.6,"1,265",8,14,Be and Care,Beauty,Extra Large Envelope,MFN,25.60 x 5.79 x 9.19 cm,0.3,N/A,"Aug 7, 2012",,No,164,Be and Care
"Repavar Atopic Skin - Extreme Body Cream to Relieve Intense Dryness - For Atopic, Dry and Very Dry Skin - Ideal for Treating Breakouts - 150 ml",B00J5FZLAK,Cream,https://www.amazon.es/dp/B00J5FZLAK?psc=1,https://m.media-amazon.com/images/I/71b9lBppJlL._AC_SY355_.jpg,REPAVAR,21.55,69,69,N/A,"1,482.26","1,481.44",143,"13,988",ES,7.08,9,4.5,208,11,N/A,Parafarmacia Paraval,Beauty,Extra Large Envelope,MFN,20.20 x 4.60 x 5.60 cm,0.18,N/A,"Nov 21, 2014",,No,137,Parafarmacia Paraval
Leti At-4 Body Milk 500Ml,B083KT27X3,Cream,https://www.amazon.es/dp/B083KT27X3?psc=1,https://m.media-amazon.com/images/I/41Lube0mZhL._AC_SY355_.jpg,Leti,23.5,180,145,N/A,"4,348.15","3,624.81",25,"5,600",N/A,7.38,13,4.6,453,5,1,,Beauty,Extra Large Envelope,MFN,21.00 x 5.00 x 7.40 cm,0.56,N/A,"Dec 9, 2015",,No,124,
Svr Svr Topialyse Huile Micellaire 1L 1000ml,B077C7G2XV,Oil,https://www.amazon.es/dp/B077C7G2XV?psc=1,https://m.media-amazon.com/images/I/7188LEP7rGL._AC_SY355_.jpg,SVR,15.45,27,27,N/A,661.1,661.08,44,"18,572",FR,7.3,8,4.6,"1,040",4,3,Cosmeco,Beauty,Small Parcel,FBA,23.40 x 8.10 x 8.40 cm,1.17,N/A,"Nov 12, 2017",,No,104,Cosmeco
"ZIAJA MED Smoothing Bath and Shower Oil, Dermatological Formula for Atopic Skin, 270 ml",B0DGFHSB6G,Oil,https://www.amazon.es/dp/B0DGFHSB6G?psc=1,https://m.media-amazon.com/images/I/51DqoZEEXPL._AC_SY355_.jpg,Ziaja,6.6,2,2,N/A,15.94,15.92,87,"75,215",AMZ,3.92,1,5,2,3,0,Amazon,Beauty,Extra Large Envelope,AMZ,18.50 x 5.40 x 5.50 cm,0.29,N/A,"Sep 6, 2024",,No,22,Amazon
"BABÉ LABORATORIES - Oil Balm 500ml | Moisturizing and Nourishing Body Cream for Dry and Atopic Skin | With Prebiotics, Probiotics and Omega | Itch Relief and Repair | Body Cream",B09Q8RXY94,Cream,https://www.amazon.es/dp/B09Q8RXY94?psc=1,https://m.media-amazon.com/images/I/41WhhL9TCiL._AC_SY355_.jpg,LABORATORIOS BABE,16.53,73,73,N/A,"1,492.44","1,492.44",177,"13,147",AMZ,7.9,13,4.3,72,3,2,,Beauty,Extra Large Envelope,AMZ,21.90 x 5.30 x 6.10 cm,0.54,N/A,"Jan 12, 2022",,No,54,
BABÉ LABORATORIES - Pediatric Oil Soap 200ml | Baby Gel Atopic and Very Dry Skin | Pediatric Soap for Special Care | Soothes Skin and Relieves Dryness,B0041MIP1E,Oil,https://www.amazon.es/dp/B0041MIP1E?psc=1,https://m.media-amazon.com/images/I/515dVrmryYL._AC_SY355_.jpg,LABORATORIOS BABE,8.02,37,37,50,359.09,359.09,150,"11,488",AMZ,5.05,12,4.3,217,4,2,Amazon,Beauty,Extra Large Envelope,AMZ,13.41 x 5.00 x 5.21 cm,0.21,N/A,"Mar 1, 2013",,No,160,Amazon
Eucerin - Atopicontrol 20% Omega Cleansing Oil 400ml,B00FXRFGFO,Oil,https://www.amazon.es/dp/B00FXRFGFO?psc=1,https://m.media-amazon.com/images/I/513Jwx46tzL._AC_SY355_.jpg,Eucerin,18.78,2,2,N/A,43.47,43.48,52,"89,404",N/A,6.42,4,4.5,162,9,0,,Beauty,Large Envelope,MFN,21.70 x 3.60 x 7.90 cm,0.44,N/A,"Jan 1, 2009",,No,210,
"Atopic Skin Oil Gel, 300 ml (Pack of 2)",B0F13FCTWQ,Oil,https://www.amazon.es/dp/B0F13FCTWQ?psc=1,"https://m.media-amazon.com/images/I/71iDtSK7TkL._AC_SX355_PIbundle-2,TopRight,0,0_SH20_.jpg",Instituto Español,9.5,"1,205",0,N/A,"5,714.63",0,39,651,AMZ,N/A,1,4.2,937,8,12,Amazon,Beauty,Extra Large Envelope,AMZ,21.50 x 4.20 x 8.50 cm,0.7,N/A,"Mar 11, 2025",,No,16,Amazon
"La Roche Posay, Lipikar Washing Oil AP+ Anti-Irritation Body Cleanser, Nourishes and Hydrates, With Niacinamide, Suitable for Sensitive Areas for Atopic Skin Trend, 1L",B0DJPB34JN,Oil,https://www.amazon.es/dp/B0DJPB34JN?psc=1,https://m.media-amazon.com/images/I/61LyEYDoUDL._AC_SY355_.jpg,La Roche-Posay,19,858,258,200,"13,611.67","4,506.29",167,865,AMZ,7.12,1,4.6,"3,352",2,75,Amazon,Beauty,Small Parcel,AMZ,22.40 x 8.60 x 8.60 cm,1.15,N/A,"Jan 2, 2026",,No,6,Amazon
