Display Order,Product Details,ASIN,URL,Image URL,Brand,Price  US$,Parent Level Sales,ASIN Sales,Recent Purchases,Parent Level Revenue,ASIN Revenue,Title Char. Count,BSR,Seller Country/Region,Fees  US$,Active Sellers,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Fulfillment,Dimensions,Weight,ABA Most Clicked,Creation Date,Sponsored,Best Seller,Seller Age (mo),Seller,Source Keywords
136.,"Indoor Plug-in Flying Insect Trap, Gnat & Fruit Fly Traps for House Indoor, (2 Device + 10 Refills) Non-Toxic UV Light Fly Trap, Gnat Killer Bug Catcher for Flies, Gnats & Moths - White",B0DZ6HYDRF,https://www.amazon.com/dp/B0DZ6HYDRF?psc=1,https://m.media-amazon.com/images/I/61VD5dISd3L._AC_SY355_.jpg,JNKNT,24.99,27,2,N/A,418.08,44.72,185,"152,634",US,7.7,1,4.8,20,7,0,GreenWarm Co.,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.69 x 2.68 x 3.19 in,0.46,N/A,"Apr 1, 2026",,No,1,GreenWarm Co.,plug in fly trap
137.,"Fly Trap Indoor, 2 Pack Flying Insect Trap, Plug-in Fruit Fly Trap for Flies, Moth and Other Flying Insects, Gnat Traps for House Indoor, Bug Catcher Light Fly Killer (16 Double Sided Glue Cards)",B0D2L2FPNZ,https://www.amazon.com/dp/B0D2L2FPNZ?psc=1,https://m.media-amazon.com/images/I/71zt6jbHjkL._AC_SY355_.jpg,VANELC,21.99,68,38,N/A,"1,081.45",832.23,195,"103,910",US,7.5,1,4.3,167,9,0,Deal Near You,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.75 x 3.03 x 3.11 in,0.68,N/A,"Jun 14, 2024",,No,23,Deal Near You,plug in fly trap
138.,"Fruit Fly Trap for Indoors with 10 Refills, 2 in 1 Fly Trap Indoor with Night Light for Home, Gnat Traps for House Indoor, Plug-in Insect Trap for Gnats, Flies, Moths, and Other Bugs-Black",B0F53THPR3,https://www.amazon.com/dp/B0F53THPR3?psc=1,https://m.media-amazon.com/images/I/81yAueHZ7kL._AC_SY355_.jpg,BUGAWAY,14.99,309,167,100,"4,978.02","2,426.53",188,"29,520",US,7.33,1,4.2,231,8,0,DW Global LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.34 x 2.80 x 3.23 in,0.46,N/A,"Jun 6, 2025",,No,11,DW Global LLC,plug in fly trap
139.,"Indoor Fruit Fly & Gnat Traps Plug-in - UV/Blue Light Insect Trap with 2 Devices+6 Refills, Safe & Odorless Flying Insect Catcher for House/Kitchen/Office - Get Rid of Mosquitoes, Moths, Gnats",B0CPLQPGSZ,https://www.amazon.com/dp/B0CPLQPGSZ?psc=1,https://m.media-amazon.com/images/I/71tuIvyd+CL._AC_SY355_.jpg,BietrunPro,23.99,473,186,100,"6,329.7","3,457.61",192,"31,120",US,5.75,1,3.9,923,12,N/A,LITTLE RED LION INC,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.50 x 2.99 x 5.91 in,0.73,N/A,"Mar 26, 2024",,No,26,LITTLE RED LION INC,plug in fly trap
140.,"2026 Upgraded Bug Zapper Indoor Plug in, 6 Pack Mosquito Zapper Indoor Killer for Home, Electric Fly Trap & Fruit Fly Killer with UV Bug Light for Kitchen, Bedroom, Office, Baby Room",B0G7ZCDZ77,https://www.amazon.com/dp/B0G7ZCDZ77?psc=1,https://m.media-amazon.com/images/I/718IcxIcu5L._AC_SY355_.jpg,Lycxbfjia,15.99,15,15,N/A,291.36,291.11,182,"390,536",US,7.16,1,2.6,34,9,0,TMAK USA LOGISTICS LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.76 x 1.93 x 5.12 in,0.86,N/A,"Mar 26, 2026",,No,2,TMAK USA LOGISTICS LLC,plug in fly trap
141.,"Fly Trap Indoor, 2 in 1 Plug in Fruit Fly Traps for Indoors with Auto Night Light for Home，Fruit Flies, Mosquito, Flies, Moths，Gnat Traps for House Indoor(2 Device + 10 Glue Cards)",B0DXKYB63B,https://www.amazon.com/dp/B0DXKYB63B?psc=1,https://m.media-amazon.com/images/I/61nuurboQ9L._AC_SX355_.jpg,Alikguu,22.99,1,1,N/A,30.15,30.06,180,"625,534",US,7.6,1,5,4,8,0,LBJ FANCY YARD LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.16 x 2.91 x 4.65 in,0.64,N/A,"Apr 17, 2025",,No,13,LBJ FANCY YARD LLC,plug in fly trap
142.,"AICase Flying Insect Trap for Indoors, Plug-in Fly Bug Zapper, UVA Light Captures Fruit Flies, Fly, Gnats and Houseflies, Mosquitoes, Moth, Flying Insects, (1 Plug-in Bases+1 Cartridge+5 Refills)-White",B0DRJ2N9M3,https://www.amazon.com/dp/B0DRJ2N9M3?psc=1,https://m.media-amazon.com/images/I/61D5a3STZtL._AC_SY355_.jpg,AICase,8.99,95,61,50,951.76,581.58,201,"212,378",US,4.59,1,4.1,39,7,0,oneCase,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.14 x 2.24 x 4.29 in,0.42,N/A,"Feb 16, 2025",,No,15,oneCase,plug in fly trap
143.,"2-in-1 Fly Trap Indoor & Bug Zappers, Plug-in Flying Insect Trap (2 Device + 20 Refills), Gnat Traps for House Indoor, Mosquito Zapper Bug Traps for House Flies, Fruit Flies, Gnats",B0F6LFK4CS,https://www.amazon.com/dp/B0F6LFK4CS?psc=1,https://m.media-amazon.com/images/I/81HDx5cg90L._AC_SY355_.jpg,Aqua*Sparkle,13.99,12,3,N/A,115.88,38.06,180,"168,334",US,7.14,1,3.7,37,7,0,BanffLLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,7.05 x 2.91 x 5.24 in,1.08,N/A,"May 5, 2025",,No,12,BanffLLC,plug in fly trap
144.,"2026 Upgraded 2 Pack Plug-in Flying Insect Traps for Indoors & 10 Refill Cartridges - Fruit Fly Traps Bug Zapper with Purple UV Light Tech for House Flies, Fruit Flies, Gnats to Mosquito Trap (MK13)",B0G13F4P25,https://www.amazon.com/dp/B0G13F4P25?psc=1,https://m.media-amazon.com/images/I/61vGR-3j1gL._AC_SY355_.jpg,Thcritter,25.99,5,5,N/A,132.9,132.83,198,"293,589",N/A,8.25,1,N/A,0,N/A,0,Gcfl Trading Inc,"Patio, Lawn & Garden",Large Standard-Size,N/A,5.71 x 3.03 x 3.11 in,0.6,N/A,"May 6, 2026",,No,0,Gcfl Trading Inc,plug in fly trap
145.,"6 Pack Bug Zapper Indoor, Electronic Fly Trap Insect Killer, Fly Trap for Indoors, Plug in Bug Zappers Mosquitoes Killer Mosquito Zapper with Blue Lights for Home, Office",B0GCHZ1G7H,https://www.amazon.com/dp/B0GCHZ1G7H?psc=1,https://m.media-amazon.com/images/I/81Im4mlpj+L._AC_SY355_.jpg,ZLieatmp,25.99,83,83,50,"2,146.44","2,145.51",170,"92,214",US,10.65,1,N/A,0,8,0,REY&JET,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.29 x 3.23 x 7.09 in,1.04,N/A,"Feb 12, 2026",,No,3,REY&JET,plug in fly trap
146.,"Phosooy 2 Packs Plug-in Mosquito Traps with 10 Glue Boards, Indoor Wall Insect Catchers with 365nm Blue-Violet Lights for Mosquitos, Moths, Fruit Flies, Gnats and Other Small Flying Bugs",B0D2KGJKYW,https://www.amazon.com/dp/B0D2KGJKYW?psc=1,https://m.media-amazon.com/images/I/71KN5kzwIjL._AC_SY355_.jpg,Phosooy,18.99,35,35,N/A,673.63,673.15,186,"241,050",US,7.37,1,3.9,47,8,0,EL MORADO LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,6.18 x 3.11 x 6.14 in,0.9,N/A,"Jul 16, 2024",,No,22,EL MORADO LLC,plug in fly trap
147.,"Qualirey 1 Pack Fruit Fly Traps for Indoors, Plug in Fly Trap Indoor with UV Light, Flying Insect Trap Mosquito Catcher Killer for Gnat, Moth, Flies with 24 Pcs Glue Boards",B0DP9J8CMZ,https://www.amazon.com/dp/B0DP9J8CMZ?psc=1,https://m.media-amazon.com/images/I/71TWcQBDWZL._AC_SY355_.jpg,Qualirey,8.99,16,16,N/A,140.17,139.91,172,"396,432",US,5.47,1,3.9,10,7,0,Monamii,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.75 x 3.23 x 3.31 in,0.42,N/A,"Feb 10, 2025",,No,15,Monamii,plug in fly trap
148.,"Indoor Fly Trap Plug-in Device, Fruit Fly and Gnat Trap with 2 Traps and 6 Sticky Refills, Flying Insect Catcher for Mosquitoes, Moths, and Household Flying Bugs (2, White)",B0GS5PN65X,https://www.amazon.com/dp/B0GS5PN65X?psc=1,https://m.media-amazon.com/images/I/71kKHMtKxlL._AC_SY355_.jpg,SQWJP,29.99,24,24,N/A,719.76,719.51,172,"62,762",US,8.59,1,5,13,8,0,Golden Sunn Inc,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.02 x 3.23 x 3.90 in,0.37,N/A,"May 14, 2026",,No,0,Golden Sunn Inc,plug in fly trap
66.,"Solar Bug Zapper Outdoor, 4500V Mosquito Zapper Waterproof with Panel Sensor Electric Fly Zapper Rechargeable Mosquito Killer with 10FT Extension Cord, Fly Trap Ideal for Patio, Backyard, Camping",B0CSSTGN7X,https://www.amazon.com/dp/B0CSSTGN7X?psc=1,https://m.media-amazon.com/images/I/71gKCJiw+BL._AC_SY355_.jpg,zechuan,76.99,"6,072","6,072","2,000","504,338.37","504,290.16",195,"1,206",US,19.8,2,4.3,976,7,51,LOARICA,"Patio, Lawn & Garden",Large Standard-Size,FBA,14.92 x 3.66 x 11.50 in,4.89,N/A,"Feb 2, 2024",,No,27,LOARICA,flying insect trap
70.,"Katchy Duo – Indoor Flying Insect Trap with Scent Pod – Day & Night Effective – Mosquito, Fruit Fly, Gnat & Small Moth Catcher – Non-Zapper Trap with Blue UV Light & Fan Suction (Black)",B08TKG5M4S,https://www.amazon.com/dp/B08TKG5M4S?psc=1,https://m.media-amazon.com/images/I/81YYpLqwxZL._AC_SY355_.jpg,KATCHY,49.99,"5,221","1,691",900,"166,758.47","84,528.17",185,"2,200",US,13.21,1,4,"5,641",9,"108,694",Katchy Stores,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.09 x 5.35 x 5.39 in,1.41,N/A,"Jan 28, 2021",,No,64,Katchy Stores,flying insect trap
59.,"LFSYS Fruit Fly Traps for Indoors (1 Device+10 Refills) Plug in Fly Trap for Gnats, Fruit Flies, Flying Insects Sleek Design Indoor Safe",B0DJ2H3BRB,https://www.amazon.com/dp/B0DJ2H3BRB?psc=1,https://m.media-amazon.com/images/I/71l4Ev-4FDL._AC_SY355_.jpg,LFSYS,8.99,"14,138","8,095","5,000","179,556.84","78,132.25",136,124,US,4.36,1,4.4,"2,461",6,160,us-garden life,"Patio, Lawn & Garden",Large Standard-Size,FBA,4.17 x 1.85 x 3.19 in,0.22,N/A,"Oct 20, 2024",,No,19,us-garden life,flying insect trap | fruit fly trap
71.,"Bug Zapper Outdoor, Mosquito Zapper 3 in 1 Rechargeable Bug Zapper Outdoor with 5000mAh Battery & LED Night Light, 4000V Electric Fly Zapper for Outside, Patio, Backyard, Garden Black",B0GRYMSYKW,https://www.amazon.com/dp/B0GRYMSYKW?psc=1,https://m.media-amazon.com/images/I/81pDRxOFo2L._AC_SX355_.jpg,GARUTED,35.99,"1,539","1,261",800,"88,738.09","75,647.24",183,585,US,6.86,2,4.9,45,8,8,You Kang,"Patio, Lawn & Garden",Large Standard-Size,FBA,10.59 x 5.79 x 5.79 in,1.59,N/A,"Apr 23, 2026",,No,1,You Kang,flying insect trap
18.,"LiBa Electric Bug Zapper, Indoor Insect Killer - (2) Extra Replacement Bulbs - Fly, Mosquito Killer and Repellent - Lightweight, Powerful 2800V Grid, Easy-to-Clean, with a Removable Washable Tray.",B01N5TCXWM,https://www.amazon.com/dp/B01N5TCXWM?psc=1,https://m.media-amazon.com/images/I/81kvAzHYZbL._AC_SY355_.jpg,LiBa,37.99,"1,873","1,410","1,000","72,658.42","59,300.32",196,"1,329",US,13.82,2,4.4,"15,656",9,6,LiBa,"Patio, Lawn & Garden",Large Standard-Size,FBA,15.79 x 4.01 x 12.38 in,4.25,N/A,"Feb 22, 2017",,No,111,LiBa,flying insect trap
57.,"Bug Zapper Outdoor & Indoor, Cordless Portable Mosquito Zapper with Rechargeable 4800mAh Battery & Auto On/Off, Mosquito Repellent Outdoor Patio, Electric Fly Trap for Camping, Kitchen, Backyard, Patio",B0GHNMJQ2C,https://www.amazon.com/dp/B0GHNMJQ2C?psc=1,https://m.media-amazon.com/images/I/71oEA7ZhCJL._AC_SY355_.jpg,otlotrte,35.99,"1,151","1,285","1,000","47,933.6","54,651.83",201,"2,167",US,12.97,1,4.4,185,7,77,Otlotrte Pest Store,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.15 x 6.65 x 6.65 in,1.38,N/A,"Mar 11, 2026",,No,2,Otlotrte Pest Store,flying insect trap
44.,"Bug Zapper Outdoor/Indoor, Mosquito Zapper 4200V High Powered Waterproof Electronic Mosquito Killer, 15W UVA Mosquito Lamp Bulb, Fly Traps Patio Insects Killer (Black and White) (Dark Black)",B0GHF18DLD,https://www.amazon.com/dp/B0GHF18DLD?psc=1,https://m.media-amazon.com/images/I/81TDwBVhroL._AC_SY355_.jpg,Raindot,26.99,"3,086","2,265","1,000","73,769.05","54,026.89",190,"3,925",US,11.2,1,3.9,99,7,48,Long & Wen,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.06 x 6.42 x 6.73 in,1.9,N/A,"Mar 3, 2026",,No,2,Long & Wen,flying insect trap
64.,"20W Electric Indoor Bug Zapper, Mosquito Trap with UV Light, Insect Killer Eliminator for Home, Office, Restaurant",B0FT84X82N,https://www.amazon.com/dp/B0FT84X82N?psc=1,https://m.media-amazon.com/images/I/71U9K-cOIfL._AC_SY355_.jpg,BAIMNOCM,53.54,"2,232",818,300,"72,217.62","53,341.99",114,"3,406",US,17.32,1,4.1,61,9,10,MTP LIGHTING,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.50 x 6.42 x 11.06 in,5.45,N/A,"Nov 29, 2025",,No,6,MTP LIGHTING,flying insect trap
48.,"Buzbug LED Bug Zapper Indoor Outdoor, Rechargeable 5200mAh, Dual Band Attraction, 50000H Long-Life LED Bulbs, Portable Mosquito Zapper, Fly Trap Mosquito Trap, Fly Killer Fly Zapper – MA015C",B0G926KTCB,https://www.amazon.com/dp/B0G926KTCB?psc=1,https://m.media-amazon.com/images/I/919H6P3i0aL._AC_SY355_.jpg,Buzbug,39.99,"1,089","1,089",700,"34,565.24","34,565.08",190,"13,700",US,14,2,4.1,"1,241",7,"1,170",Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,13.98 x 3.03 x 9.09 in,2.78,N/A,"Mar 13, 2026",,No,2,Amazei America,flying insect trap
31.,"Buzbug Upgraded LED Bug Zapper Indoor, LED Bulbs Up to 50, 000 Hours, 3 Lamps Sustainable Less Power, 3800V Powerful Electric Mosquito Zapper, Fly Trap Mosquito Trap, Fly Killer Fly Zapper",B0DT4BBN16,https://www.amazon.com/dp/B0DT4BBN16?psc=1,https://m.media-amazon.com/images/I/81J9m6H8V2L._AC_SY355_.jpg,Buzbug,31.09,825,825,400,"30,269.56","30,268.8",188,"4,530",US,12.78,3,4.4,763,8,15,Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,17.83 x 3.82 x 11.42 in,3.97,N/A,"Mar 1, 2025",,No,14,Amazei America,flying insect trap
19.,"ASPECTEK 20W Bug Zapper, 2800V Electric Insect Killer for Indoor and Covered Outdoor, Mosquito, Fly and Moth Trap with Protective Mesh and Hanging Chain for Versatile Setup at Home, Patio and Garage",B07F3NH96Q,https://www.amazon.com/dp/B07F3NH96Q?psc=1,https://m.media-amazon.com/images/I/81EYlJBfHuL._AC_SY355_.jpg,ASPECTEK,39.99,"7,194",686,400,"267,911.76","25,908.01",198,"4,121",US,13.89,1,4.4,"4,293",6,N/A,Store Extra,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.34 x 4.17 x 11.77 in,3.9,N/A,"Aug 28, 2018",,No,93,Store Extra,flying insect trap
10.,"Buzbug LED Bug Zapper Indoor, 10 Years Lifespan 3 Lamps Enhance Insect Attraction, 3800V High-Voltage, Electric Mosquito Zapper, Fruit Fly Mosquito Moth Gnat Zapper, Killer, Trap -MA009 (Matte Black)",B0GSDNBXXR,https://www.amazon.com/dp/B0GSDNBXXR?psc=1,https://m.media-amazon.com/images/I/81g8Ga2im+L._AC_SY355_.jpg,Buzbug,31.99,"6,069",664,500,"223,282.78","22,970.7",199,"5,205",US,12.2,1,4.5,797,7,56,Amazei America,"Patio, Lawn & Garden",Large Standard-Size,FBA,13.58 x 3.98 x 10.51 in,3.42,N/A,"Apr 23, 2026",,No,1,Amazei America,flying insect trap
65.,"VEYOFLY Fruit Fly Traps for Indoors (2 Device + 2 Refills), Gnat Trap Indoor Plug in, Bug Traps, Flying Insect Trap, Gnat Traps for House Indoor, Fly Trap Indoor for Home Bug Light, Gnats Catcher",B0BZTJMV2F,https://www.amazon.com/dp/B0BZTJMV2F?psc=1,https://m.media-amazon.com/images/I/71KvWYUHKEL._AC_SX355_.jpg,VEYOFLY,29.97,"4,604",734,300,"97,026.14","21,148.95",195,"3,008",US,8.85,1,4.1,"6,248",9,65,VEYOFLY,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.67 x 2.64 x 3.62 in,0.46,N/A,"Apr 13, 2023",,No,37,VEYOFLY,flying insect trap
72.,"GeckoMan Hybrid Spectrum, Dusk-to-Dawn Bug Zapper Outdoor Bug Zapper Indoor Mosquito Repellent Outdoor Patio Mosquito Zapper Fly Zapper Fruit Fly Trap for Indoors Killer with Light Sensor",B0C3TCCMDT,https://www.amazon.com/dp/B0C3TCCMDT?psc=1,https://m.media-amazon.com/images/I/71iZkdnoBJL._AC_SY355_.jpg,GeckoMan,39.99,"1,345",451,200,"55,586.82","18,034.01",187,"6,674",US,13.52,1,4.4,"1,931",7,26,GeckoMan LLC,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.53 x 6.38 x 6.42 in,1.9,N/A,"Jul 25, 2023",,No,34,GeckoMan LLC,flying insect trap
62.,"Electric Bug Zapper Indoor, Mosquito Zapper with 2 Extra Replacement Bulbs, Fly, Mosquito Killer and Repellent with Double-Voltage Grid 3500V & Remote, for Patio Yard Home Kitchen",B0GGZNBS5X,https://www.amazon.com/dp/B0GGZNBS5X?psc=1,https://m.media-amazon.com/images/I/81VowR1mKeL._AC_SY355_.jpg,Zapguru,36.99,392,357,200,"14,260.3","13,218.79",179,"36,764",US,11.36,1,4.4,44,9,2,iHeart Gifts&More,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.54 x 4.45 x 11.78 in,4.23,N/A,"Jan 15, 2026",,No,4,iHeart Gifts&More,flying insect trap
38.,"Fruit Fly Traps for Indoors, Smart Fly Trap Indoor Bug Zapper Gnat Traps for House Indoor with Temperature and Humidity Sensor, 10PCS Sticky Boards Black 01",B0GX5TCYZJ,https://www.amazon.com/dp/B0GX5TCYZJ?psc=1,https://m.media-amazon.com/images/I/81QWI8fIRxL._AC_SY355_.jpg,Fooxem,35.99,276,276,N/A,"11,850.71","11,850.7",156,"4,339",N/A,11.71,2,4,51,8,0,Kiro Inc,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.45 x 5.91 x 5.91 in,1.54,N/A,"May 8, 2026",,No,0,Kiro Inc,flying insect trap | fruit fly trap
56.,YISSVIC Electric Fly Swatter Foldable Bug Zapper Racket 2 in 1 Mosquito Killer with Purple Attractant Light Rechargeable 1800mAh for Indoor Home Backyard Patio Camping,B0DKXNXWSL,https://www.amazon.com/dp/B0DKXNXWSL?psc=1,https://m.media-amazon.com/images/I/81AS-+SiOXL._AC_SY355_.jpg,YISSVIC,16.99,741,510,300,"16,873.29","10,966.27",167,"3,177",US,8.27,1,4.4,"1,510",9,501,Fococo,"Patio, Lawn & Garden",Large Standard-Size,FBA,11.14 x 2.09 x 8.90 in,1.1,N/A,"Feb 15, 2025",,No,15,Fococo,flying insect trap
52.,"2 Pack 3 in 1 Bug Zapper USB Rechargeable Mosquito Killer Portable Waterproof Mosquito Repellent Outdoor Indoor LED Lantern Bug Zapper Camp Light SOS Emergency Light for Home, Backyard (2, Black)",B09ZQR8WQD,https://www.amazon.com/dp/B09ZQR8WQD?psc=1,https://m.media-amazon.com/images/I/817EZeb4jKL._AC_SY355_.jpg,Kittmip,27.99,502,367,200,"14,053.26","10,282.05",195,"17,279",US,9.35,1,4,434,7,5,SwayDot,"Patio, Lawn & Garden",Large Standard-Size,FBA,8.35 x 3.94 x 4.72 in,0.95,N/A,"May 9, 2022",,No,48,SwayDot,flying insect trap
69.,"Electric Bug Zapper, Rechargeable Portable Mosquito Zapper with USB Charging, Indoor Outdoor Fly Zapper & Insect Trap, High Efficiency Fruit Fly Killer with Safety Shield for Patio and Home",B0GRMX2FSP,https://www.amazon.com/dp/B0GRMX2FSP?psc=1,https://m.media-amazon.com/images/I/61Yhoy-rkTL._AC_SY355_.jpg,SonicPulse,20.99,434,434,200,"8,899.37","8,894.95",189,"63,507",US,7.5,1,2.4,8,7,1,LUCKY THUNDER,"Patio, Lawn & Garden",Large Standard-Size,FBA,5.99 x 4.02 x 4.10 in,0.45,N/A,"May 1, 2026",,No,0,LUCKY THUNDER,flying insect trap
54.,Faicuk 2 Pack Bug Zapper Racket Electric Fly Swatter,B07VQT6B3R,https://www.amazon.com/dp/B07VQT6B3R?psc=1,https://m.media-amazon.com/images/I/81htk0pYIkL._AC_SY355_.jpg,Faicuk,23.99,"3,721",366,400,"59,305.03","8,596.59",52,"1,251",US,9.91,1,4.2,"8,626",7,40,FAICUK,"Patio, Lawn & Garden",Large Standard-Size,FBA,17.44 x 2.05 x 9.09 in,1.38,N/A,"Sep 28, 2019",,No,80,FAICUK,flying insect trap
24.,"Bug Zapper Outdoor & Indoor 4200V Electric Mosquito Zapper - Waterproof Bug Repellent 365nm UV Light, 20W Fly Zapper for Home Patio Yard Camping, One-Button Easy Operation",B0GSPWZNMY,https://www.amazon.com/dp/B0GSPWZNMY?psc=1,https://m.media-amazon.com/images/I/713hJUAd4-L._AC_SY355_.jpg,TRAYDER,25.99,341,341,N/A,"8,310.24","8,306.86",171,"1,510",N/A,10.83,1,4.6,14,8,0,Trays Group,"Patio, Lawn & Garden",Large Standard-Size,FBA,12.17 x 6.22 x 6.30 in,1.81,N/A,"May 6, 2026",,No,0,Trays Group,flying insect trap
11.,"Indoor Bug Zapper, 20W Insect Killer & Mosquito Trap with UV Light, 3-Lamp Electric Fly Zapper for Home, Kitchen, Bedroom & RV",B0GT5194ZD,https://www.amazon.com/dp/B0GT5194ZD?psc=1,https://m.media-amazon.com/images/I/71NAUkwmR-L._AC_SY355_.jpg,Handylit,37.99,216,216,N/A,"8,054.87","8,054.78",126,"8,471",N/A,12.86,1,5,3,7,0,Bruvacs Essentials,"Patio, Lawn & Garden",Large Standard-Size,FBA,14.61 x 3.31 x 10.35 in,2.01,N/A,"May 2, 2026",,No,0,Bruvacs Essentials,flying insect trap
37.,"Flowtron Indoor Bug Zapper: 3000V Electric Insect Killer & Mosquito Trap - 800 Sq Ft Coverage - 20W Dual UV Light Fly Zapper for Kitchen, Bedroom, RV & Restaurant - Safe Gnat & Moth Killer",B0FRT13D6N,https://www.amazon.com/dp/B0FRT13D6N?psc=1,https://m.media-amazon.com/images/I/71jPfyOPsuL._AC_SY355_.jpg,Flowtron,59.99,132,132,100,"7,900.02","7,899.91",188,"34,089",US,17.47,2,4.5,36,9,0,DBROTH,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.38 x 3.35 x 10.87 in,3.7,N/A,"Oct 17, 2025",,No,7,DBROTH,flying insect trap
39.,"Bug Zapper Outdoor Indoor, Electric Fly Zapper Waterproof with LED Light, 18W Power & 4000V High-Voltage, Coverage Area of ​​1/2-1 Acre, 5.5ft Cord, Plug-in Mosquito Trap for Patio Backyard Garden",B0GRTZV3VJ,https://www.amazon.com/dp/B0GRTZV3VJ?psc=1,https://m.media-amazon.com/images/I/81z7pBFdxCL._AC_SY355_.jpg,fiveye,39.99,272,244,200,"8,861.1","7,719.43",196,"16,211",US,11.02,2,4.7,187,6,160,Fiveye-us,"Patio, Lawn & Garden",Large Standard-Size,FBA,12.28 x 6.85 x 6.85 in,2.25,N/A,"Mar 30, 2026",,No,2,Fiveye-us,flying insect trap
49.,"Bug Zapper Outdoor Indoor, 4200V Electric Mosquito Killer with 15W UV Light, IPX4 Waterproof Insect Trap for Yard, Home, Garden",B0GJSZ4ZBX,https://www.amazon.com/dp/B0GJSZ4ZBX?psc=1,https://m.media-amazon.com/images/I/716H7xmCnIL._AC_SY355_.jpg,SonicPulse,27.99,250,250,100,"6,591.86","6,589.22",127,"7,420",US,10.79,1,5,5,7,1,LUCKY THUNDER,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.89 x 5.75 x 6.67 in,1.46,N/A,"Apr 28, 2026",,No,1,LUCKY THUNDER,flying insect trap
63.,"2 Packs Bug Zapper Indoor, Electronic Mosquitoes Killer Zapper with Blue Lights for Living Room, Baby Room, Kitchen, Bedroom(0518)",B0GWZWJZRW,https://www.amazon.com/dp/B0GWZWJZRW?psc=1,https://m.media-amazon.com/images/I/71TWVHQ92sL._AC_SY355_.jpg,Forhimn,29.99,212,212,"2,000","6,364.57","6,362.44",130,"17,774",US,8.59,1,2.7,13,8,N/A,ZHENG YU INC,"Patio, Lawn & Garden",Large Standard-Size,MFN,5.12 x 2.64 x 3.31 in,0.28,N/A,"Apr 29, 2026",,No,1,ZHENG YU INC,flying insect trap
47.,"ASPECTEK Bug Zapper & Electric Insect Kill Mosquito Bug Fly & Other Pests Killer, Powerful 2800V Grid 20W Bulbs, Indoor use only",B09NM4WNJY,https://www.amazon.com/dp/B09NM4WNJY?psc=1,https://m.media-amazon.com/images/I/71XbmPzi34L._AC_SY355_.jpg,ASPECTEK,39.99,279,123,100,"8,972.83","4,912.36",128,"40,677",US,13.7,1,4.4,574,7,3,Store Extra,"Patio, Lawn & Garden",Large Standard-Size,FBA,16.54 x 4.17 x 11.81 in,3.95,N/A,"Dec 15, 2021",,No,53,Store Extra,flying insect trap
60.,"Bug Zapper 15W for Outdoor and Indoor, High Powered 4000V Electric Mosquito Zappers, Mosquito Killer, Electronic Mosquitoes Light Bulb Lamp for Home Backyard Patio",B08H1KQRSR,https://www.amazon.com/dp/B08H1KQRSR?psc=1,https://m.media-amazon.com/images/I/71LY0TOWKUL._AC_SY355_.jpg,Homesuit,24.63,166,166,100,"4,799.37","4,797.59",163,"44,029",US,11.96,1,4.2,"5,022",8,N/A,Artman Direct USA Store,"Patio, Lawn & Garden",Large Standard-Size,FBA,12.01 x 5.83 x 5.83 in,1.74,N/A,"Oct 15, 2020",,No,67,Artman Direct USA Store,flying insect trap
30.,"6Pack Bug Zapper Indoor Plug in Mosquito Zapper Indoor, Mosquito Killer for Baby Room, Bedroom&Nursery, Fruit Fly Zapper Insect Killer with Blue Light, Plug in Gnat Killer for Kitchen&Indoor Plant",B0GPNZHX4W,https://www.amazon.com/dp/B0GPNZHX4W?psc=1,https://m.media-amazon.com/images/I/81M0IY1wgyL._AC_SY355_.jpg,ZLieatmp,35.99,246,161,100,"6,611.57","4,397.4",196,"14,329",US,11.61,2,5,25,9,3,REY&JET,"Patio, Lawn & Garden",Large Standard-Size,FBA,9.72 x 2.91 x 5.16 in,0.86,N/A,"May 8, 2026",,No,0,REY&JET,flying insect trap
